Day,Language,Number_of_Foods,SaltUse,Energy (kcal),Protein (gm),Carbs (gm),Sugar (gm),Fiber (gm),Fat (gm),Cholesterol,Calcium (mg),Caffeine (mg),Alcohol (gm),Food_Comparison,Water (gm)
5,1,16,2,1714,38.39,278.94,178.41,7.1,52.25,110,167,145,0,2,240
6,1,18,2,1900,64.86,251.49,102.2,16.5,72.01,130,1547,1,0,2,90
4,1,10,1,2789,122.73,294.22,88.6,12.8,124.65,307,2392,0,0,2,3950
2,1,15,2,2539,80.92,303.68,102.4,14.8,114.03,279,1068,2,0,2,600
2,1,23,1,1412,54.78,179.62,86.37,16.8,53.89,516,881,0,0,2,195
6,1,12,2,2323,86.99,321.32,165.54,15.1,78.16,223,349,101,0,2,960
3,1,14,2,2067,90.3,318.15,188.75,16.8,51.86,276,1054,4,0,2,648
4,1,24,2,1834,82.17,199.59,115.14,20.5,80.41,840,1594,4,0,2,300
2,1,26,2,2819,74.81,335.52,163.76,21.2,110.13,277,862,331,33.9,2,525
2,1,10,2,1950,51.11,296.66,141.58,12.1,63.88,191,1190,32,0,2,0
2,1,12,2,1293,45.92,142.77,51.5,7.8,61.16,133,810,2,0,2,330
2,1,9,2,1206,100.42,26.83,9.05,2.3,76.04,688,188,192,0,3,1080
6,1,21,2,810,41.7,70.85,19.63,7.2,25.73,63,185,147,18,2,645
4,1,30,2,3646,118.75,465.94,261.57,23.4,149.07,548,2091,224,0,2,330
3,1,10,2,2524,106.56,255.87,81.26,17.2,119.38,276,1441,56,0,2,1320
2,1,16,2,2561,88.13,345.44,80.64,22.6,92.09,256,680,0,0,2,240
2,1,10,2,1754,34.2,269.53,186.91,6.5,62.37,88,334,292,0,3,720
3,2,3,2,1375,40.55,171.83,78.52,9.2,58.58,81,526,9,0,2,0
3,1,3,2,506,24.8,31.34,29.33,0,31.19,441,215,69,0,2,0
5,1,4,1,518,30.16,73.8,50.43,4.3,11.21,75,147,0,0,3,600
3,2,13,2,2356,63.72,290.94,156.22,15.5,107.1,217,532,105,0,2,960
4,1,12,1,1154,33.8,156.79,44.99,10.2,44.69,111,594,201,0,2,1680
3,1,12,2,3629,140.4,306.57,89.44,15.6,208.47,344,571,112,0,3,960
5,1,8,2,830,64.74,21.23,16.87,3.4,53.18,188,117,96,0,2,960
5,1,17,2,1914,87.6,232.97,94.01,13,69.72,199,1726,2,0,2,975
5,1,20,2,2769,127.51,209.11,119.11,18.4,162.86,372,1237,214,0,2,720
4,1,14,2,1235,38.52,147.49,43.04,13.1,55.19,402,693,146,0,2,960
5,1,22,2,1947,72.89,227.08,112.06,15.7,76.56,238,554,240,11.2,2,600
4,1,14,2,542,13.72,73.56,51.94,2.1,21.32,0,588,0,0,2,0
2,1,15,2,2113,100.52,209.45,69.11,22.6,98.87,656,1035,124,0,2,960
6,1,21,2,1912,57.61,238.33,112.14,22.8,90,127,542,6,0,2,750
1,1,11,2,1395,33.27,183.14,116.07,4.6,47.74,463,415,0,14.4,3,2400
3,1,14,2,1125,63.62,103.01,51.31,7.6,51.15,302,336,54,0,2,840
4,1,8,2,1335,45.32,154.06,56.39,7.7,59.96,179,401,22,0,2,720
6,1,10,2,1465,52.28,193.92,83.8,11.2,52.75,130,911,0,0,2,0
3,1,11,2,2903,91.29,338.2,167.88,15.6,134.76,189,1230,30,0,2,2625
5,1,12,2,1664,75.66,166.67,46.59,13.3,78.75,180,711,98,0,2,0
2,1,17,2,2085,39.28,249.19,156.14,5.5,89.9,162,835,141,18.6,2,0
3,1,10,2,1277,33.13,204.96,73.67,5.3,36.95,40,595,0,0,2,195
5,1,10,2,1446,70.97,135.93,53.44,7.2,69.17,205,1043,113,0,3,3480
5,1,12,2,1759,54.81,257.48,124.85,9.2,57.04,123,2030,6,0,2,720
2,1,16,2,1276,44.61,145.6,101.43,7.7,57.63,392,1227,3,0,2,330
3,1,10,2,848,14.85,129.3,88.04,7.9,30.84,13,947,0,0,2,90
1,1,3,2,1107,41.65,140.72,37.99,8.3,42.19,88,553,0,0,2,240
5,2,16,2,2218,85.62,303.21,165.35,18.2,76.68,201,1206,44,0,2,495
4,1,9,2,2020,76.36,223.46,125.97,6,90.86,454,632,46,0,3,120
7,1,9,2,1040,36.25,127.09,51.83,9.1,43.85,85,423,4,0,2,0
6,1,5,1,953,23.53,150.02,102.08,7.5,31.18,29,172,123,0,3,0
2,1,18,1,3343,116.09,397.68,217.81,30.5,148.16,655,1861,784,0,2,0
2,1,5,2,1645,75.75,106.48,13.21,7,101.15,338,494,1,0,3,0
4,1,17,1,1938,68.24,252.87,108.96,15.6,72.54,214,930,54,0,3,1440
5,2,6,2,1161,52.36,117.72,66.96,4.3,53.51,831,979,0,0,3,3042
3,1,17,1,2783,85.94,417.89,184.45,15.5,85.29,160,1541,46,0,1,1267.5
4,1,6,2,225,15.99,28.81,19.89,2.8,5.33,41,62,0,0,2,615
4,1,12,2,1319,42.51,216.51,113.15,18.9,38.02,75,1544,105,0,3,2610
3,2,9,1,2076,95.35,229.34,130.58,19.4,88.96,1029,653,0,0,2,480
5,2,15,1,1673,77.47,148.92,40.57,11.5,86.11,790,749,96,0,2,1200
7,1,7,1,2860,53.03,363.74,179.45,21.8,139.11,285,685,26,0,3,2880
1,1,2,2,194,17.57,15.58,2.93,1.4,7.03,74,52,0,0,2,480
1,1,10,2,727,24.95,93.64,68.05,1.5,28.09,534,168,0,0,3,630
3,1,23,2,1426,69.14,135.19,62.21,14.7,70.11,149,512,214,0,2,1917
3,2,10,2,1127,64.01,128.32,23.53,14.4,41.23,537,635,0,0,2,2536.13
4,1,23,2,2388,64.55,323.12,148.34,27.8,99.07,189,1311,82,0,2,1770
1,1,9,1,2193,122.28,238.64,30.1,20.5,84.31,855,804,0,0,2,987
2,1,23,2,1509,47.72,208.58,144.96,9.9,55.68,287,543,1,0,2,540
1,1,5,2,1179,88.32,17.95,1.93,1,83.64,651,266,0,0,2,5760
3,1,7,2,1105,20.23,190.99,106,11.1,29.29,70,194,7,0,2,480
3,1,18,2,3025,96.81,454.59,246.13,24.1,92.15,304,1318,4,0,2,0
2,1,14,1,2064,124.09,186.89,41.18,5.6,91.32,697,710,144,0,2,1800
4,1,10,2,2309,110.64,336.35,191.55,17.2,60.75,314,486,197,0,2,1200
2,1,13,2,2098,110.48,320.89,98.66,26.6,45.98,191,1186,86,0,2,1014
1,1,12,2,1250,148.15,76.12,57.9,9.4,38.09,560,806,0,0,1,3042
2,1,13,2,3971,135.25,407.51,315.16,16.9,207.69,852,2936,149,0,2,600
1,1,12,2,1517,74.7,236.64,102.01,12.6,28.22,204,955,6,0,2,720
5,1,13,2,1342,90.2,115.5,56.65,19.7,60.14,240,639,5,0,2,960
6,1,14,2,1471,62.85,131.14,58.03,10.6,33.96,133,557,0,60.1,2,2028
1,1,14,1,1898,97.18,243.51,131.41,9.1,60.3,248,1742,95,0,3,480
3,2,11,2,2072,93.28,153.95,24.29,23.7,111.73,694,636,193,14.9,3,480
1,1,12,2,1569,33.9,237.48,114.06,15.6,53.57,41,455,101,0,1,0
6,1,19,2,1478,64.51,194.29,64.09,24.5,49.91,461,852,294,0,2,240
2,2,15,2,2487,88.61,322.85,173.69,19.6,94.2,295,2332,2,0,2,1014.45
2,1,17,2,1222,20.76,182.5,89.44,12.8,30.59,33,237,0,19.1,2,0
1,1,9,2,1616,89.96,237.83,65.14,21.8,36.03,219,746,0,0,2,120
1,1,26,2,3114,143.88,253.93,67.23,18.2,172.34,583,1452,554,0,2,90
2,1,12,2,1792,55.11,239.1,82.77,16.7,38.37,161,443,150,42.1,2,150
5,1,15,2,1931,84.91,244.72,97.11,33.3,69.79,509,1927,0,0,2,2100
3,1,15,1,1870,92.93,173.1,61.57,16.3,92.41,462,1173,4,0,2,525
3,1,17,2,1447,85.05,146.28,57.82,9.5,58.37,413,610,0,0,3,780
6,1,22,2,2460,112.46,278.93,136.45,12.2,101.61,300,910,67,0,1,225
1,1,17,2,1368,73.81,113.89,39.48,14.5,70.14,411,350,0,0,1,1014
4,1,11,2,1757,70,215.88,83.44,9.8,69.93,412,521,0,0,2,2070
7,1,9,2,1849,94.01,163.71,39.99,10.1,89.7,688,897,0,0,3,240
5,1,14,2,1259,40.28,187.89,74.44,16,39.62,454,501,79,0,2,0
6,1,16,2,1786,65.97,223.91,53.82,11.6,69.83,706,628,0,0,3,1176.9
2,1,4,2,794,36.61,79.97,31.37,6,36.91,99,278,28,0,2,0
5,1,13,1,1093,42.96,104.58,33.47,7.8,55.68,459,569,0,0,2,720
4,1,9,2,1639,24.15,323.07,251.28,3.1,32.5,227,374,404,0,2,0
2,1,15,2,2471,106.87,221.49,65.2,13.9,117.34,764,964,417,14,2,480
6,1,11,1,1324,92.14,61.93,9.16,3.9,76.38,539,841,365,0,3,1920
2,1,13,2,1123,26.43,190.39,130.83,18.1,28.72,28,276,2,0,2,240
4,1,13,2,2449,54.66,328.19,189.33,19.4,111.19,126,416,96,0,1,507
3,2,19,2,742,35,101.12,52.41,5.3,21.92,118,967,90,0,1,120
1,2,8,2,560,11.69,58.66,58.66,0,30.94,14,447,0,0,2,60
1,1,9,2,1871,68.92,233.18,125.81,9.4,73.45,230,306,0,0,2,240
4,2,14,2,1288,48.03,173.51,38.43,19.4,45.02,196,280,67,0,2,540
4,1,12,1,2266,77.86,263.93,123.92,36.2,83.83,571,357,0,26.9,2,915
7,1,11,2,1304,66.28,149.65,112.8,4.3,49.2,179,1224,3,0,2,390
2,1,15,2,1031,69.67,77.6,38.77,10.1,49.41,570,800,0,0,2,120
2,1,23,2,2620,89.49,344.03,190.63,13.6,100.72,322,844,158,0,2,720
5,1,28,1,2526,77.11,241.26,81.55,14.8,103.8,251,1036,31,52.2,2,1575
1,2,14,2,2314,115.85,282.9,75.07,24.3,82.34,343,1276,109,0,1,1529.1
7,1,8,2,1461,48.46,182.95,73.53,14.3,59.39,87,768,0,0,2,345
7,1,9,2,1271,44.88,163.07,60,13.7,49.38,41,497,0,0,3,1440
1,1,14,1,3149,68.24,333.26,177.08,20.4,180.07,533,484,112,0,2,960
1,1,9,2,1490,51.6,196.45,99.53,11.1,56.09,282,422,19,0,3,900
4,1,11,2,1980,85.57,277.85,69.16,39.1,66.28,245,896,27,0,3,4800
6,1,19,1,2029,43.65,270.65,102.81,20.6,88.9,264,868,177,0,2,1320
3,1,11,2,1615,45.47,214.5,100.71,9.7,64.46,88,829,4,0,3,0
1,1,9,2,630,35.71,90.17,47.32,6.9,14.26,233,474,36,0,2,315
3,1,13,2,2740,87.12,354.29,207.28,14.7,113.28,397,1992,7,0,2,780
1,1,14,2,1240,40.11,243.65,155.01,6.8,11.65,49,718,36,1.6,2,0
2,1,17,2,874,37.02,96.94,40.2,13.2,40.56,33,601,204,0,2,1560
5,1,24,2,3165,128.47,312.5,157.96,25.1,163.45,371,2290,0,0,2,780
3,1,13,1,1482,68.93,182.09,65.69,10.7,54.46,202,1335,190,0,2,0
7,1,8,1,1724,59.83,194.75,160.8,3,23.57,190,448,36,73.9,2,0
3,1,15,2,1578,73.42,165.39,72.45,23.6,73.98,200,1270,108,0,2,2610
1,1,11,1,1492,79.61,186.25,53.6,12,49.62,152,270,2,0,2,240
1,1,16,2,1362,61.89,178.57,73.57,9.5,44.44,118,1716,0,0,2,0
2,1,19,2,2349,83.56,268.66,139.75,14.6,109.79,306,1030,229,0,2,1680
5,1,9,2,3030,79.31,478.53,353.28,4.9,92.27,269,712,279,0,3,0
4,1,18,1,1136,82.14,138.09,35.84,15.5,28.98,201,778,264,0,2,1065
3,1,24,2,3122,94.27,375.81,121.17,31.1,129.08,557,1319,3,15.9,3,1620
6,1,14,2,2079,86.01,200.3,36.96,14.9,103.38,137,1126,7,0,2,1974
3,1,15,2,341,9.25,55.94,24.12,7,10.14,25,315,32,0,2,480
4,1,14,2,2147,84.12,256.06,103.05,21.3,91.8,247,1313,6,0,2,240
6,1,10,2,1674,63.43,233.39,85.48,8,53.1,158,556,47,0,2,480
6,1,9,2,687,41.76,57.17,18.53,6.4,33.65,350,592,10,0,2,255
2,1,14,2,1844,66.88,223.8,134.61,14.3,82.21,129,1642,7,0,2,780
6,1,10,2,3482,238.96,328.92,31.12,42.6,102.98,497,1281,0,42.1,2,4563
3,1,15,2,2471,90.82,316.64,125.14,12.5,96.63,356,1227,19,0,2,360
3,2,38,2,2840,181.05,268.21,82.22,49.2,124.44,668,1672,174,0,2,2889
2,1,14,2,1443,68.63,197.9,88.66,13.2,42.78,168,719,144,0,2,960
1,1,11,2,624,12.94,68.38,66.13,0.7,33.27,18,482,0,0,2,180
6,1,18,2,2894,111.03,305.19,79.53,24.2,123.38,498,1791,178,18.5,2,0
3,1,18,2,1973,80.36,189.75,38.14,22.5,102.56,172,998,1,0,2,1170
1,1,11,1,2677,69.72,276.79,94.89,12.7,144.95,1047,810,144,0,2,960
5,1,17,2,2894,74.62,333.48,127.43,41.4,130.72,137,681,348,21.6,2,1980
1,1,3,2,2733,95.21,372.76,306.17,2.2,98.54,302,857,268,0,2,0
5,1,22,2,1397,39.87,192.17,77.89,9.2,56.12,122,470,51,0,2,0
2,1,18,2,2197,80.72,368.76,224.41,23.8,50.37,459,955,5,0,2,750
2,2,24,2,2154,79.62,313.27,141.41,13.2,62.82,155,860,252,0,1,1521
7,1,6,2,1136,47.67,106.48,39.44,5.6,57.6,138,576,0,0,2,1440
5,1,15,2,1736,75.46,215.25,78.79,28,66.12,309,664,9,0,2,600
2,1,16,2,2017,64.58,246.4,99.13,11.8,87.52,179,1310,0,0,2,240
2,1,3,2,1036,17.61,190.99,148.06,3.7,27.39,43,171,163,0,2,0
5,1,9,2,2386,163.97,149.85,29.64,21.8,129.01,996,1740,0,0,2,2400
2,1,13,2,2872,103.59,248.56,86.67,23.1,165.77,335,675,31,0,2,1521
3,1,13,2,1610,41.73,226.18,118.07,6.4,61.78,99,742,8,0,2,0
5,1,11,2,2250,52.58,316.64,192.25,21.5,91.11,128,1218,3,0,3,3840
1,1,22,2,4984,208.37,565.13,283.91,23.1,193.92,1606,2113,45,17.7,3,1575
6,1,15,2,2581,98.68,285.59,136.6,15.3,118.77,317,1600,96,0,2,0
4,1,15,2,4259,323.05,243.68,68.97,18.8,219.48,915,1018,9,0,2,0
4,1,7,2,978,35.54,159.82,99.3,8.1,21.98,55,1153,0,0,3,90
3,1,11,2,1237,44.76,153.47,36.74,15,49.78,104,644,5,0,2,1014
1,1,8,2,656,14.4,72.72,72.72,0,33.28,0,440,0,0,2,0
1,1,14,2,1441,57.25,109.21,16.05,15.1,37.26,117,515,1,63.1,3,1140
3,1,17,2,1962,68.53,186.09,81.37,9,105.3,617,1053,31,0,3,480
3,1,22,2,1759,54.89,244.36,63.88,33.8,70.14,28,682,169,0,2,0
4,1,10,2,2285,78.09,265.15,95.49,21.2,104.02,171,1245,0,0,3,525
2,1,7,2,1832,47.24,295.81,199.2,5.6,53.01,124,1122,78,0,2,525
4,1,8,2,1822,58.01,220.74,33.71,31.1,79.96,65,300,0,0,2,195
3,1,18,2,2247,110.32,340.81,71.16,12.6,48.61,436,747,0,0,2,1080
6,1,15,2,1529,64.28,154.18,87.08,10.7,75.3,397,841,4,0,2,0
2,1,12,2,2384,118.33,244.16,104.1,9.7,101.13,895,1974,0,0,2,3480
6,1,16,2,3087,98.34,339.21,188.35,13.4,152.77,331,1628,228,0,2,0
5,1,13,2,1592,81.5,107.74,42.26,5.1,92.54,831,1006,96,0,2,810
3,1,25,2,1718,95.75,239.77,62.96,34.2,48.06,378,991,217,0,2,1020
6,1,11,2,1717,52.34,224.24,71.46,20.1,68.23,115,988,1,0.5,2,990
2,1,17,2,1739,150.14,120.92,27.75,12.8,72.38,353,919,269,0,2,0
3,1,18,2,2129,73.1,265,116.72,17.5,88.34,166,1957,10,0,2,3165
1,1,12,1,2574,107.05,288.41,109.35,11.9,110.98,398,673,0,0,2,1521
5,1,9,2,740,51.59,70.7,39.7,9.5,27.65,108,363,192,0,2,960
7,1,13,2,1104,46.53,127.96,54.24,7.6,45.98,330,657,0,0,2,480
5,1,9,2,1124,23.84,144.28,68.82,6.9,51.33,64,385,0,0,2,0
1,1,8,2,1328,80.07,118.7,36.53,10.5,60.29,393,541,0,0,2,1920
4,1,13,2,1847,62.85,249.18,108.64,14.7,68.57,492,1062,0,0,2,0
7,1,42,2,5428,180.66,707.69,373.76,56.2,213.59,483,1903,13,0,2,1680
4,1,4,1,396,8.27,69.37,3.1,2.3,10.11,0,119,0,0,2,360
1,1,7,2,1055,36.64,124.67,46.91,7.5,45.2,128,475,0,0,2,1200
7,1,11,2,1387,95.69,88.25,49.89,5,54.2,143,1367,156,21.6,2,960
4,1,20,2,1929,94.35,241.17,101.67,19.6,68.33,265,448,182,0,2,840
2,2,11,2,1122,63.54,124.84,63.54,3.9,40.61,358,770,9,0,2,627
4,1,12,2,2707,86.38,248.84,56.57,13.3,100.26,192,991,129,70.2,3,960
2,1,8,2,711,20.44,106.13,43.44,7.3,23.68,41,422,118,0,3,720
1,1,15,2,1740,61.64,195.89,61.35,14.7,78.89,265,635,0,0,2,390
2,1,16,2,2110,132.68,153.73,34.7,25.9,109.62,1276,853,331,0,2,1200
3,1,19,2,1810,45.11,278.88,165.54,9.2,61.12,131,485,76,0,1,645
5,1,7,1,1583,106.7,140.84,67.13,2.4,69.17,416,344,33,0,2,480
2,1,15,1,2175,112.51,132.8,30.78,31.1,139.15,187,850,215,0,3,0
3,1,3,2,42,2.18,5.22,0,0.8,1.35,7,58,48,0,3,480
2,1,10,2,1198,60.27,146.39,66.2,12.6,41.67,194,924,0,0,3,5220
4,1,18,2,1460,52.44,197.59,82.51,15,53.65,111,980,0,0,2,240
7,1,8,2,2331,56.28,326.35,235,6,90.77,214,372,141,0,3,0
5,1,10,2,671,39.67,99.51,52.71,10.9,12.18,103,526,0,0,2,3480
1,1,9,2,1633,81.61,118.71,15.18,9.1,92.35,987,807,0,0,3,1260
4,1,27,2,2987,143.45,362.31,189.79,11.7,108.98,430,1299,328,0,2,360
3,1,13,2,2577,50.68,270.58,136.78,13.7,72.68,167,1303,168,96.6,2,840
3,2,23,1,1690,84.3,228.91,46.99,18.6,49.04,382,486,96,0,2,360
3,1,13,2,904,34.76,120.68,40.5,10,33.33,233,647,0,0,2,240
6,1,9,2,1741,82.6,160.95,55.25,5,85.45,410,255,0,0,2,315
4,1,14,2,1225,32.3,152.56,38.88,10.7,58.26,140,582,2,0,2,1080
3,1,18,2,2561,70.42,323.97,150.05,20.6,113.33,268,1817,25,0,2,1080
1,1,24,2,1353,46.68,176.1,72.91,20.1,56.53,177,643,0,0,2,1260
5,1,11,2,1208,37.77,131.1,58.7,15.8,60.52,89,242,12,0,1,300
4,1,8,2,2670,79.59,489.75,193.91,38.9,53.76,83,1675,91,0,3,1521
3,1,11,2,1967,71.93,254.62,68.34,19.5,74.23,147,868,3,0,2,5325
4,1,15,2,1719,121.07,159.53,65.25,6.9,66.15,487,675,17,0,2,0
3,1,15,2,2748,68.41,468.73,333.06,13.7,71.21,151,571,299,0,2,600
7,1,10,2,1256,39.23,181.14,109.34,11.8,42.66,88,727,0,0,2,315
4,1,21,2,1404,59.35,168.11,71.22,25.7,58.74,121,528,432,0,2,2010
6,1,18,2,1136,39.74,186.9,80.44,16,29.96,76,636,13,0,2,360
1,2,11,2,847,71.97,51.94,39.27,1.6,31.82,359,183,36,7.2,2,240
5,1,12,2,1322,100.93,163.06,92.51,10.7,31.32,339,811,0,0,2,2400
1,1,19,2,2105,81.64,323.56,130.91,38.7,60.1,58,1471,0,0,2,2205
3,1,4,2,381,22.6,64.69,44.49,7.5,5.39,54,188,0,0,2,0
2,1,12,2,2425,78.53,219.56,89.65,7.8,139.48,249,1333,0,0,2,0
5,1,2,2,616,26.84,40.47,0.25,2.9,38.47,88,25,0,0,3,0
6,1,14,2,1456,36.25,194.07,97.12,11,53.73,63,655,240,9.3,2,507
4,1,17,2,1407,44.52,161.7,75.24,11.4,67.94,173,594,107,0,2,0
6,1,16,2,1182,34.49,140.19,81.69,6.2,54.25,80,869,24,0,2,960
2,1,10,2,678,13.96,145.7,80.76,11.3,4.74,0,284,0,0,3,960
2,1,10,2,2005,66.1,277.54,136.2,20.4,71.27,210,1004,7,0,2,0
2,1,12,2,1578,35.11,135.6,31.16,8.9,75,172,338,125,33.7,3,480
4,1,7,2,2434,115.88,324.76,68.13,17.5,73.11,236,1739,5,0,3,1830
4,1,4,2,512,27.01,51.24,20.02,3.4,22.26,69,395,0,0,3,525
7,1,17,2,1922,54.45,287.57,124.24,12.2,62.18,151,981,30,0,2,180
5,1,10,1,901,51.32,135.39,13.39,18.1,21.6,123,243,96,0,1,720
2,1,9,2,1279,59.97,185.62,84.35,15.4,32.39,175,1057,0,0,2,390
5,1,23,2,1698,76.55,224.47,118.88,25.3,59.53,344,804,63,0,2,1929.98
2,1,12,2,2117,73.46,329.61,152.73,25.3,55.46,134,1187,3,0,2,360
3,1,12,2,821,38.76,71.76,27.65,11.1,43.94,316,434,0,0,3,1200
3,1,11,2,2464,48.95,366.78,210.71,15.4,92.4,122,950,160,0,2,0
3,1,17,2,1721,40.11,159.83,67.21,6.5,81.94,96,354,10,28.1,3,1440
5,1,4,2,788,34.83,76.57,17.34,2.7,37.87,188,300,0,0,2,0
3,1,15,2,1366,34.06,202.92,121.37,11,47.67,104,580,4,0,3,718.21
6,1,5,2,1555,36.68,169.88,17.28,12.1,82.21,74,332,3,0,3,0
4,1,7,2,1329,44.88,212.93,119.91,8.9,36.87,210,287,240,0,2,0
5,1,30,2,2303,86,273.84,129.08,32.9,102.22,238,1228,290,0,2,780
3,1,20,2,2523,65.67,328.32,157.31,37.7,112.7,136,1541,223,0,2,3550.58
1,1,6,2,1910,41.89,274.38,152.26,11.3,72.88,96,1169,0,0,2,2535
2,1,14,1,1068,44.47,116.8,28.81,9.6,48.12,287,922,3,0,2,1521
1,1,8,2,836,24.76,153.21,41.81,6.7,12.67,222,341,7,0,2,105
4,1,16,2,2915,89.25,288.29,93,14.6,155.31,267,908,145,0,2,525
1,1,16,2,1564,47.24,163.67,125.2,4.7,67.53,167,369,289,18.5,3,0
3,1,20,1,2084,107.64,306.25,91.29,25.8,49.79,154,894,110,0,2,780
5,1,15,1,1908,75.32,238.97,106.94,19.9,76.92,182,1225,58,0,2,1440
3,1,15,2,1643,64.31,196.48,73.67,11.3,68.93,141,968,63,0,2,465
1,1,3,2,1525,48.65,164.5,14.84,9.8,74.94,99,646,0,0,3,960
5,1,15,2,1754,61.12,251.15,80.94,16,58.27,110,1306,1,0,2,570
4,1,22,2,2116,92.63,238.9,106.86,14.5,91.31,270,1172,146,0,2,762
5,1,4,2,1881,87.27,125.01,9.65,10.8,113.62,278,1654,0,0,2,4057.8
6,1,30,2,1470,27.14,262.92,141.33,11.5,38.59,67,502,303,0,3,660
3,1,6,2,832,34.87,93.16,42.24,4.5,36,150,443,18,0,2,0
2,1,16,2,1659,77.73,164.27,57.25,6.6,76.15,249,591,70,0,2,1320
4,1,12,2,1034,23.68,133.25,94.57,2,45.59,6,879,0,0,2,0
2,1,15,2,1513,80.47,153.63,50.01,21.9,63.63,887,512,29,0,2,960
2,1,21,2,998,37.04,161,61.06,10.7,26,83,435,59,0,2,1215
2,1,11,2,1378,57.82,208.66,58.46,14.2,36.85,85,743,1,0,2,240
1,1,17,2,1631,48.52,201.56,63.29,15.4,75.6,160,929,19,0,3,210
3,1,21,2,1790,41.74,298.8,171.52,5.7,49.73,151,227,254,0,2,1020
1,2,19,2,1046,43.93,136.09,62.82,6.8,38.4,128,1000,2,0,3,600
5,1,8,2,676,15.2,98.74,46.34,7.9,25.3,26,275,22,0,2,0
3,1,21,2,2048,68.86,273.11,125.82,27.9,60.96,111,591,185,25.4,2,1680
4,1,29,2,2335,72.33,237.64,70.75,33.1,127.4,201,2002,128,0,2,1920
7,1,19,2,1717,34.69,261.5,106.05,15.5,59.54,85,551,0,0,2,420
4,1,15,2,2005,82.26,300.61,115.08,11.3,53.29,110,821,249,0,2,1920
5,1,9,2,1097,21.29,192.31,152.36,0.9,29.29,54,104,312,0,2,0
5,1,8,1,2414,51.29,428.82,334.09,5.7,60.59,149,648,735,0,2,0
4,1,9,2,1477,67.9,193.06,101.11,7.6,49.79,279,471,51,0,2,870
7,1,16,2,5799,254.85,616.24,344.21,37,201.78,800,1447,51,74.4,2,0
5,1,17,2,2465,83.46,293.49,64.06,15,78.98,191,1511,222,37.4,2,330
6,1,12,2,2005,16.64,429.86,295.84,5.6,27.38,30,353,66,0,1,0
4,1,20,2,1980,101.3,142.96,71.03,16.8,117.48,534,1066,88,0,3,747
2,1,14,2,1077,32.26,153.18,59.2,14.4,40.15,47,507,97,0,2,1500
5,1,18,2,3456,131.83,276.63,122.36,12,159.08,462,646,470,55.8,2,1521.69
2,1,23,2,1977,68.69,292.45,127.04,21.8,65.73,106,993,0,0,2,2028.9
3,1,10,2,1732,45.01,245.62,100.88,10.9,64.96,88,233,74,0,2,150
2,1,14,2,2035,82.6,242.08,125.57,17.2,81.71,385,609,67,0,2,270
3,1,9,2,1388,56.77,185.41,68.59,12,48.94,115,976,0,0,3,507
5,1,20,2,2008,80.36,220.71,123.55,13.3,91.85,180,935,289,0,1,507
1,1,15,2,1331,50.46,186.23,131.36,4.6,44.46,173,654,98,0,2,900
1,1,22,2,1805,70.44,156.5,33.09,17.4,89.19,224,786,43,15.9,2,1492.5
2,1,24,1,1430,98.18,184.17,114.2,15.6,34.21,244,669,463,0,2,1740
1,1,12,2,979,49.29,117.28,61.18,3.2,33.82,173,197,0,0,1,480
4,1,23,1,2550,125.46,248.63,91.29,35.1,121.7,188,983,432,0,2,840
3,2,15,1,1678,42.87,274.98,144.99,21.1,47,247,1050,21,0,3,240
2,1,18,2,1797,58.45,287.35,117.52,17.4,47.01,363,339,240,0,2,240
1,1,10,2,1690,82.39,168.05,71.62,13.7,80.15,159,995,7,0,2,1140
2,2,16,2,1636,26.85,300.55,185.47,17.3,39.63,1,946,92,0,3,598.5
4,1,14,1,2626,69.16,303.08,147.89,11.8,127.19,295,640,7,0,2,480
3,1,9,2,3121,100.75,376.64,130.89,16.4,137.11,467,1195,4,0,2,0
2,1,12,2,1634,92,155.03,63.71,8.6,72.32,526,832,94,0,2,315
6,1,19,2,1804,59.7,214.64,93.89,18,83.28,188,1023,203,0,2,555
3,2,8,2,1585,43.74,288.3,223.24,2.8,30.89,268,1201,0,0,2,0
3,1,6,2,626,20.69,103.26,32.48,8.1,15.76,33,368,0,0,3,480
3,1,11,2,1262,42.63,136.19,87.68,7.6,61.96,115,432,56,0,2,180
6,1,7,2,874,32.31,118.45,44.88,9.2,29.75,77,459,1,0,2,480
1,1,10,2,2058,92.75,227.45,58.26,11.6,86.75,221,1341,1248,0,2,0
2,1,19,1,2730,85.5,402.47,195.83,22.8,91.36,203,1691,42,0,2,900
2,1,9,2,2531,93.53,311.31,162.11,11.4,101.51,223,2621,25,0,3,1920
4,1,25,2,1814,79.67,268.63,106.77,24.7,48.34,156,838,137,0,2,0
3,1,9,2,1036,65.76,99.76,26.5,9.9,41.42,158,704,8,0,1,480
3,1,9,2,1435,57.23,227.95,80.63,21.6,34.61,93,822,2,0,2,360
4,1,14,2,759,13.53,117.39,96.83,9.7,28.95,1,557,0,0,3,0
1,1,16,1,1763,73.52,183.23,42.6,10.9,83.94,281,827,0,0,2,540
5,1,16,2,2688,112.54,341.29,97.21,43.2,100.8,290,2377,2,0,2,480
5,1,13,2,840,34.27,100.52,45.32,7.4,33.85,113,455,0,0,2,75
1,1,5,2,816,80.28,37.53,1.91,8.2,38.37,235,314,0,0,3,330
3,1,10,2,1434,63.94,113.32,35.09,8,81.03,508,607,0,0,3,1080
