Trip Seconds,Trip Miles,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Location,Dropoff Location
360,0.9,8.5,0,0,5,13.5,Cash,Taxicab Insurance Agency,56,DOC
480,0,8,0,0,1.5,9.5,Cash,Taxi Affiliation Services,8,32
1620,18.9,46.25,7,0,5,58.25,Credit Card,Top Cab Affiliation,POC,DOC
1640,0,47.93,10.71,0,0,58.64,Mobile,Flash Cab,24,70
60,4,0.22,0,0,0,0.22,Cash,Blue Ribbon Taxi Association Inc.,6,6
1740,20.2,49.25,0,0,8,57.25,Cash,Top Cab Affiliation,76,DOC
1620,18.6,45.25,10,0,29.5,84.75,Credit Card,Taxi Affiliation Services,76,DOC
1320,1.1,43.75,9.65,0,4,57.4,Credit Card,Taxi Affiliation Services,76,8
60,0,50,0,0,0,50,Cash,Blue Ribbon Taxi Association Inc.,8,8
540,0.2,11.5,0,0,5,16.5,Credit Card,Taxi Affiliation Services,56,DOC
60,0,3.5,0,0,0.01,3.51,Cash,Taxi Affiliation Services,77,77
1500,18.3,45.5,0,0,4,49.5,Credit Card,Taxicab Insurance Agency,POC,DOC
360,0,8,0,0,0,8,Cash,Taxi Affiliation Services,6,7
240,0.6,4.75,0,0,0,4.75,Cash,Taxi Affiliation Services,38,38
480,1.3,7.25,4,0,1,12.75,Credit Card,Medallion Leasin,8,8
1740,23.5,56.25,0,0,35,91.25,Cash,Taxicab Insurance Agency,76,DOC
1130,11,28.75,0,0,4,32.75,Cash,City Service,56,32
469,0,9.36,2.14,0,0,11.5,Mobile,Flash Cab,8,8
780,6.3,17.75,0,0,5,22.75,Cash,Star North Management LLC,76,DOC
1475,14.53,38.25,0,0,0,38.25,Prcard,Flash Cab,32,28
600,4.5,13.75,0,0,0,13.75,Cash,Taxi Affiliation Services,38,28
1560,25,39.25,0,0,4,43.25,Cash,Star North Management LLC,76,6
600,6.6,18.25,0,0,5,23.25,Cash,Star North Management LLC,56,60
180,0.9,5.25,20,0,0,25.75,Credit Card,Medallion Leasin,62,62
524,1.51,7.75,0,0,0,7.75,Cash,Flash Cab,8,8
600,3,10.25,2,0,0,12.25,Credit Card,Taxi Affiliation Services,6,16
600,3.8,12.75,0,0,0,12.75,Cash,Blue Ribbon Taxi Association Inc.,6,8
780,11.2,28.75,0,0,0,28.75,Cash,Star North Management LLC,21,76
600,0,14,0,0,0,14,Cash,Taxi Affiliation Services,8,6
360,1.2,6.75,2.05,0,3,11.8,Credit Card,Taxi Affiliation Services,8,8
315,1.56,9.36,2.14,0,0,11.5,Mobile,City Service,7,7
445,0,9.37,2.14,0,0,11.51,Mobile,Flash Cab,24,8
900,5.6,26.25,6.15,0,4,36.4,Credit Card,Taxicab Insurance Agency,56,33
960,10.4,27,9.4,0,4,40.4,Credit Card,Top Cab Affiliation,56,28
60,0,3.5,0,0,0,3.5,Cash,Taxi Affiliation Services,8,8
60,0.1,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,8,8
2820,31.6,77.5,5,0,4,86.5,Credit Card,Taxicab Insurance Agency,76,58
1358,13.64,35.5,9,0,0,44.5,Prcard,City Service,22,76
1440,0.8,34.25,11.9,0,5,51.15,Credit Card,Taxi Affiliation Services,76,6
120,0.7,4.75,0.95,0,0,5.7,Credit Card,Blue Ribbon Taxi Association Inc.,8,8
1140,0.2,15.25,0,0,0,15.25,Unknown,Taxi Affiliation Services,38,68
283,1.42,6.75,2,0,0,9.25,Credit Card,Flash Cab,8,8
60,0,3.5,0,0,0,3.5,Cash,Taxicab Insurance Agency,32,32
1213,12.19,31.75,0,0,0,31.75,Prcard,Flash Cab,71,28
667,2.92,11,0,0,1,12,Cash,Sun Taxi,8,33
360,1.1,6.25,0,0,1,7.25,Cash,Taxi Affiliation Services,8,8
991,5.29,20.69,14,0,0,34.69,Mobile,Medallion Leasin,7,23
420,1.4,7,0,0,0,7,Cash,Taxicab Insurance Agency,32,8
1380,17.5,43.25,9.55,0,4,56.8,Credit Card,Taxi Affiliation Services,76,8
0,0,3.25,0,0,4.5,7.75,Cash,Taxicab Insurance Agency,76,76
1440,3.8,16.75,0,0,1,17.75,Cash,Taxi Affiliation Services,8,33
1500,1.1,45.25,0,0,5,50.25,Cash,Taxi Affiliation Services,76,32
480,1.9,8,0,0,7,15,Cash,Taxi Affiliation Services,56,56
1020,15.9,39.5,5,0,5,49.5,Credit Card,312 Medallion Management Corp,76,76
720,3.7,13.25,0,0,6,19.25,Dispute,Taxicab Insurance Agency,76,DOC
559,0,11.63,2,0,0,13.63,Mobile,Flash Cab,24,22
293,1,6,0,0,0,6,Cash,City Service,6,6
36,0,3.25,0,0,0,3.25,Cash,Flash Cab,28,28
420,0,6.25,0,0,1,7.25,Cash,Taxi Affiliation Services,1,1
420,0,4.75,4,0,0,8.75,Credit Card,Taxi Affiliation Services,8,8
1054,12.99,32.5,0,0,0,32.5,Prcard,Flash Cab,3,37
114,0.37,4.25,4,0,1,9.75,Credit Card,Flash Cab,8,8
291,1.16,6.25,0,0,0,6.25,Cash,City Service,6,6
1411,14.32,36.25,0,0,1,37.25,Cash,Flash Cab,6,76
404,3.21,10.75,1,0,0,12.25,Credit Card,City Service,6,8
1716,4.28,18,0,0,0,18,Cash,Flash Cab,22,6
1309,12.89,33,0,0,4,37,Cash,Flash Cab,POC,8
600,0.2,13.75,0,0,0,13.75,Unknown,Taxi Affiliation Services,68,38
240,1,5.5,0,0,0,5.5,Cash,Taxi Affiliation Services,POC,DOC
360,1.6,7.25,0,0,0,7.25,Cash,Medallion Leasin,8,32
2160,31.2,65.5,0,0,2,67.5,Cash,Taxi Affiliation Services,56,36
780,6,17.5,0,0,0,17.5,Cash,Taxi Affiliation Services,28,39
1448,10.6,29.25,0,0,0,29.25,Prcard,Flash Cab,8,43
3240,12.5,32.5,0,0,0,32.5,Cash,Medallion Leasin,28,7
20,0.1,3.25,0,0,0,3.25,Cash,Flash Cab,37,37
0,0,3.25,50,0,0,53.25,Credit Card,Top Cab Affiliation,POC,DOC
674,7.06,19.5,0,0,0,19.5,Cash,Flash Cab,10,76
600,0.2,11.75,0,0,1,12.75,Cash,Taxi Affiliation Services,6,77
420,1.4,7.5,0,0,0,7.5,Cash,Top Cab Affiliation,7,8
1597,3.09,15.25,0,0,1,16.25,Cash,Flash Cab,6,77
1989,26.9,65,10,0,36.5,112,Credit Card,Globe Taxi,56,DOC
1199,16.1,39.75,8.85,0,4,53.1,Credit Card,Medallion Leasin,56,6
2451,16.9,44,0,0,5,49,Cash,Medallion Leasin,56,53
1080,0.5,24.25,0,0,0,24.25,Credit Card,Taxi Affiliation Services,3,33
1436,18.09,43.02,0,0,0,43.02,Cash,Flash Cab,51,30
480,0,8.25,0,0,0,8.25,Cash,Taxi Affiliation Services,32,34
1372,13.55,35.25,7.95,0,4,47.7,Credit Card,City Service,POC,8
1313,16.86,42,0,0,0,42,Prcard,Flash Cab,43,25
180,0.6,5,2,0,1,8,Credit Card,Taxi Affiliation Services,8,8
540,4.9,14.75,0,0,0,14.75,Cash,Taxi Affiliation Services,28,35
1416,17.93,44,6.82,0,1,52.32,Credit Card,Flash Cab,32,76
1440,18.4,45.25,9.15,0,0,54.4,Credit Card,Taxi Affiliation Services,32,76
1266,12.24,31.75,0,0,0,31.75,Prcard,Flash Cab,32,22
1200,6.6,19.5,0,0,4,23.5,Cash,Medallion Leasin,56,DOC
720,5.6,16.5,3.4,0,0,19.9,Credit Card,Taxi Affiliation Services,8,6
480,0,10.75,0,0,0,10.75,Cash,Taxi Affiliation Services,POC,66
1082,11.27,29.5,0,0,0,29.5,Prcard,Flash Cab,71,33
346,2.59,9.5,0,0,0,9.5,Prcard,Flash Cab,33,8
1860,26.7,64,10,0,38,112,Credit Card,Star North Management LLC,76,DOC
1080,11.9,30.75,0,0,4,34.75,Cash,Star North Management LLC,56,8
4,0,3.25,0,0,0,3.25,Cash,Flash Cab,76,76
780,0.4,20,0,0,0,20,Cash,Taxi Affiliation Services,8,77
3240,23.8,60.75,0,0,28,88.75,Cash,Taxi Affiliation Services,6,DOC
229,1.04,5.75,0,0,0,5.75,Cash,City Service,8,32
0,0,3.25,0,0,7,10.25,Credit Card,Taxi Affiliation Services,8,8
1027,12.12,31.25,0,0,0,31.25,Prcard,City Service,46,8
995,10.23,27,0,0,0,27,Cash,Flash Cab,11,76
2175,30.23,81.27,0,0,0,81.27,Cash,Flash Cab,45,76
480,1.4,7.5,0,0,0,7.5,Cash,Medallion Leasin,7,24
420,1.7,7.25,0,0,4,11.25,Cash,Taxi Affiliation Services,56,DOC
2402,35.78,99.65,0,0,0,99.65,Cash,Flash Cab,55,DOC
1000,10.77,27.75,0,0,1,28.75,Cash,Flash Cab,16,76
253,1.96,7.75,0,0,1,8.75,Cash,Flash Cab,3,77
1438,9.27,26,0,0,0,26,Cash,Flash Cab,25,3
1317,14.58,37.25,0,0,0,37.25,Prcard,Flash Cab,22,76
120,0.9,5.25,1,0,4.5,11.25,Credit Card,Medallion Leasin,24,28
1401,10.16,75.33,0,0,0,75.33,Cash,Flash Cab,POC,DOC
1680,0.8,35.75,7.25,0,0,43,Credit Card,Taxi Affiliation Services,3,76
1320,12.9,33,5,0,4,42,Credit Card,Taxi Affiliation Services,56,32
540,2.6,10,0,0,0,10,Cash,Taxi Affiliation Services,14,4
1738,21.96,52.02,0,0,0,52.02,Cash,Flash Cab,73,DOC
60,0,3.25,0,0,57,60.25,Credit Card,Taxi Affiliation Services,POC,DOC
1260,11.6,30,0,0,0,30,Unknown,Taxi Affiliation Services,1,32
122,0.42,25,0,0,0,25,Cash,Flash Cab,28,28
420,0,8.25,0,0,4,12.25,Cash,Taxi Affiliation Services,56,56
508,6.24,17.5,0,0,0,17.5,Prcard,Flash Cab,3,8
755,3.5,11.75,0,0,5,16.75,Cash,Medallion Leasin,76,DOC
1418,16.37,41,0,0,4,45,Cash,Flash Cab,28,59
1548,18.03,82.39,0,0,0,82.39,Cash,Flash Cab,48,21
14,0.18,3.5,0,0,0,3.5,Cash,Flash Cab,24,24
821,3.59,63.25,0,0,0,63.25,Cash,Flash Cab,POC,DOC
889,0,3.25,0,0,12.5,16.25,Credit Card,Medallion Leasin,POC,DOC
780,3.1,12,3.12,0,0,15.62,Credit Card,Medallion Leasin,8,24
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,56,56
0,0,3.25,0,0,0.5,3.75,Cash,Taxicab Insurance Agency,8,8
1140,25.5,43.5,0,0,0,43.5,Cash,Star North Management LLC,POC,76
1087,11.93,31,0,0,0,31,Cash,Flash Cab,8,66
1412,17.82,43.75,0,0,1,45.25,Credit Card,Flash Cab,32,76
733,5.96,18,0,0,0,18,Prcard,City Service,47,68
1320,17.4,42.75,0,0,0,42.75,Cash,Taxicab Insurance Agency,8,76
1098,11.86,30.5,0,0,0,30.5,Prcard,Flash Cab,8,67
873,8.4,22,3,0,0,25.5,Credit Card,Chicago Independents,11,76
737,8.54,22.75,0,0,0,22.75,Prcard,Flash Cab,11,76
515,1.91,60.25,0,0,0,60.25,Cash,Flash Cab,POC,DOC
1050,0,40.47,4.53,0,0,45,Mobile,Flash Cab,4,DOC
1473,15.34,68.89,0,0,0,68.89,Cash,Flash Cab,43,6
1636,17.79,39.64,0,0,0,39.64,Cash,Flash Cab,5,DOC
1380,0.6,26.75,0,0,0,26.75,Unknown,Taxi Affiliation Services,76,1
1393,11.94,33,0,0,0,33,Prcard,Flash Cab,49,28
607,4.43,13.5,0,0,0,13.5,Cash,Flash Cab,6,8
32,0,3.25,0,0,4,7.25,Cash,Chicago Independents,11,11
306,1.47,6.75,0,0,0,7.25,Mobile,Flash Cab,8,32
1410,13.92,36,0,0,0,36,Cash,Flash Cab,7,76
2340,5.6,23.25,0,0,0,23.25,Cash,Medallion Leasin,22,77
571,8.01,21.25,0,0,0,21.25,Prcard,City Service,68,28
960,11.9,30,0,0,0,30,Unknown,Taxi Affiliation Services,32,33
947,7.52,21,0,0,0,21,Prcard,Flash Cab,66,38
637,3.79,12.5,0,0,0,12.5,Cash,Flash Cab,1,3
1260,0,32,0,0,0,32,Unknown,Taxi Affiliation Services,62,DOC
1546,10.49,31.75,0,0,0,31.75,Prcard,Flash Cab,76,21
784,11.28,28.75,0,0,0,28.75,Prcard,Flash Cab,28,10
1380,0.6,26.25,0,0,0,26.25,Unknown,Taxi Affiliation Services,25,56
2573,36.7,85.75,0,0,9.5,95.75,Credit Card,Chicago Taxicab,76,53
884,5.86,17.75,0,0,11.5,29.25,Cash,Sun Taxi,76,DOC
1567,27.44,79.02,0,0,0,79.02,Cash,Flash Cab,75,10
1500,1.1,45.5,0,0,4,49.5,Cash,Taxi Affiliation Services,32,76
0,0,0,0,0,0,0,Cash,Taxi Affiliation Services,8,DOC
3,0,3.25,0,0,0.5,3.75,Cash,Flash Cab,8,8
1904,9.99,29.75,0,0,0,29.75,Prcard,Flash Cab,2,77
1289,18.43,45,0,0,0,45.5,Credit Card,Flash Cab,8,76
50,0.1,3.25,0,0,0,3.25,Cash,Chicago Taxicab,76,76
1320,19,46,9.6,0,1.5,57.1,Credit Card,Taxi Affiliation Services,32,76
780,4.2,13.5,0,0,1,14.5,Cash,Taxi Affiliation Services,14,15
509,4.08,40,0,0,0,40,Cash,Flash Cab,POC,DOC
1194,17.59,43,0,0,1,44,Cash,Flash Cab,8,76
900,12,30,0,0,0,30,Unknown,Taxi Affiliation Services,33,33
1560,0.8,36.25,7.35,0,0,43.6,Credit Card,Taxi Affiliation Services,77,76
314,0.68,60.25,0,0,0,60.25,Cash,Flash Cab,POC,DOC
1680,25.6,61,0,0,38,99,Cash,Medallion Leasin,76,DOC
849,8.9,23.75,0,0,0,23.75,Prcard,Flash Cab,10,76
1141,0,64.22,14.33,0,0,78.55,Mobile,Flash Cab,60,10
11520,16.6,41.25,15,0,1,57.25,Credit Card,Taxi Affiliation Services,7,76
1560,15,38,0,0,0,38,Cash,Taxi Affiliation Services,6,76
1664,26.47,76.77,0,0,0,76.77,Cash,Flash Cab,44,DOC
1080,10.2,27,0,0,0,27,Unknown,Taxi Affiliation Services,43,28
944,9.74,26,0,0,0,26,Prcard,Flash Cab,67,28
718,7.64,21,0,0,0,21,Prcard,Flash Cab,38,8
480,2.8,9.75,0,0,0,9.75,Cash,Taxi Affiliation Services,14,22
2786,11.06,37.75,0,0,0,37.75,Prcard,Flash Cab,1,32
186,0.46,4.75,0,0,1,5.75,Cash,Patriot Taxi Dba Peace Taxi Associat,8,8
600,0.3,15.5,10,0,0,25.5,Credit Card,Taxi Affiliation Services,28,35
106,0.47,4.25,0,0,0,4.25,Cash,24 Seven Taxi,8,8
9,22.36,47,0,0,0,47,Cash,Flash Cab,56,56
915,12.23,31.25,0,0,0,31.25,Prcard,Flash Cab,77,36
1508,7.26,21.5,0,0,0,21.5,Prcard,Flash Cab,10,4
62,0.05,3.5,0,0,0,3.5,Cash,Flash Cab,10,10
720,5.2,15.5,0,0,0,15.5,Cash,Chicago Independents,6,33
1351,11.48,31,0,0,0,31,Prcard,Flash Cab,1,24
382,2,13.54,3.07,0,0,16.61,Mobile,City Service,8,33
1366,18.1,44.75,0,0,0,44.75,Cash,Flash Cab,32,76
525,5.83,16.75,0,0,0,16.75,Prcard,Flash Cab,8,6
1189,8.69,23.75,0,0,0,23.75,Prcard,Flash Cab,2,7
1265,12.74,33.25,7.55,0,4,45.3,Credit Card,City Service,76,24
976,0,25.18,5.66,0,0,30.84,Mobile,Flash Cab,6,28
1080,6,18.25,0,0,0,18.25,Cash,Taxi Affiliation Services,15,6
1368,0,40.06,6.72,0,0,46.78,Mobile,Flash Cab,5,76
781,11.61,29.5,0,0,0,29.5,Prcard,Flash Cab,28,10
477,1.61,8,0,0,1,9.5,Credit Card,Globe Taxi,POC,1
1215,13.63,34.25,0,0,0,34.25,Prcard,Flash Cab,2,35
735,14.56,36,0,0,0,36,Prcard,Flash Cab,21,69
1380,1.1,44.25,0,0,0,44.25,Cash,Taxi Affiliation Services,8,76
1066,8.09,22.75,0,0,0,22.75,Prcard,Flash Cab,6,DOC
900,12,30,0,0,0,30,Unknown,Taxi Affiliation Services,32,32
957,9.12,24.5,0,0,0,24.5,Prcard,Flash Cab,43,32
1574,17.35,44.14,0,0,0,44.14,Cash,Flash Cab,47,6
1500,1.2,49,0,0,3,52,Cash,Taxi Affiliation Services,32,DOC
1325,12.79,33,0,0,0,33,Cash,Sun Taxi,2,76
1555,19.4,47.75,10,0,4,62.25,Credit Card,Flash Cab,3,56
440,1.88,8,0,0,0,8,Cash,Flash Cab,44,71
12,0.07,3.25,0,0,0,3.25,Cash,Sun Taxi,8,8
1080,0.6,28,7.1,0,0,35.1,Credit Card,Taxi Affiliation Services,35,56
1387,18.66,46,5,0,0,51.5,Credit Card,Sun Taxi,32,76
1283,17.77,43.75,9.15,0,1.5,54.9,Credit Card,Sun Taxi,8,76
633,6.25,17.75,0,0,0,17.75,Prcard,Flash Cab,77,8
1295,16.82,41.75,4,0,5,51.25,Credit Card,City Service,76,32
902,12.65,31.75,9.68,0,0,41.43,Prcard,City Service,73,28
1661,21.16,40.53,13.54,0,0,54.07,Mobile,Sun Taxi,32,76
360,1.3,6.5,2.88,0,0,9.38,Credit Card,Taxi Affiliation Services,4,2
1260,12,30.75,6.25,0,0,37.5,Credit Card,Medallion Leasin,32,56
1178,10.3,27.75,0,0,0,27.75,Prcard,Flash Cab,2,32
1339,9.5,27.5,0,0,0,27.5,Prcard,Flash Cab,32,77
0,0,3.25,0,0,0.5,3.75,Cash,Blue Ribbon Taxi Association Inc.,POC,DOC
600,0.7,7.25,0,0,0,7.25,Cash,Taxi Affiliation Services,43,43
6,0,3.25,0,0,0,3.25,Cash,Sun Taxi,76,76
2221,24.49,57.64,0,0,0,57.64,Cash,Flash Cab,75,19
1007,12.42,31.25,0,0,0,31.25,Prcard,Flash Cab,71,24
2700,37.9,89.25,0,0,53,142.25,Cash,Taxi Affiliation Services,76,DOC
1020,8.5,23.25,0,0,0,23.25,Unknown,Taxi Affiliation Services,14,2
1308,11.32,29.75,0,0,0,29.75,Prcard,Flash Cab,45,28
1871,17.8,45.25,0,0,5,50.25,Cash,Medallion Leasin,76,77
990,12.01,30.75,0,0,0,30.75,Prcard,Flash Cab,POC,73
900,0,34.5,7,0,0,41.5,Credit Card,Taxi Affiliation Services,32,76
300,2.4,8.75,0,0,0,8.75,Cash,Taxi Affiliation Services,39,41
480,3,10,0,0,4,14,Cash,Medallion Leasin,62,DOC
453,3.15,10.75,0,0,0,10.75,Cash,Flash Cab,6,8
1380,0,45.25,0,0,6,51.25,Cash,Taxi Affiliation Services,8,76
424,7.55,20,5.12,0,0,25.12,Prcard,City Service,22,10
240,0.6,5,0,0,0,5,Cash,Taxi Affiliation Services,28,24
1637,9.88,29,0,0,0,29,Prcard,Flash Cab,36,22
1243,10.66,29.25,0,0,0,29.25,Prcard,Flash Cab,76,15
540,2.2,9,0,0,0,9,Cash,Taxi Affiliation Services,32,32
1260,12.6,32.25,5,0,21.5,58.75,Credit Card,Top Cab Affiliation,POC,DOC
1243,11.87,38.5,10,0,0,48.5,Mobile,City Service,32,56
277,1.73,16.09,5,0,0,21.09,Mobile,Sun Taxi,8,28
840,12,30.25,0,0,0,30.25,Unknown,Taxi Affiliation Services,32,28
273,0.25,5,2,0,0,7.5,Credit Card,Flash Cab,8,8
1380,26.5,62.75,0,0,0,62.75,Cash,Taxicab Insurance Agency,POC,8
480,0.1,9,0,0,0,9,Cash,Taxi Affiliation Services,24,28
1320,1,42.5,0,0,0,42.5,Cash,Taxi Affiliation Services,8,76
170,0.37,4.25,0,0,0,4.25,Cash,24 Seven Taxi,8,8
1247,7.97,40,0,0,0,40,Cash,Flash Cab,POC,DOC
1538,12.96,33.75,5,0,5,44.25,Credit Card,Sun Taxi,76,2
1500,18.4,45.5,0,0,4,49.5,Cash,Taxicab Insurance Agency,76,28
120,0,4,0,0,0,4,Cash,Medallion Leasin,76,76
1021,9.84,26,0,0,0,26,Prcard,Flash Cab,77,32
360,5.3,15,0,0,0,15,Cash,Taxi Affiliation Services,10,76
1560,17.1,42,6,0,4,52.5,Credit Card,Medallion Leasin,76,8
600,0,17.75,0,0,0,17.75,Cash,Taxi Affiliation Services,35,43
466,1.24,7,2,0,1,10.5,Credit Card,24 Seven Taxi,8,8
762,4.17,13.5,2.8,0,0,16.8,Credit Card,Flash Cab,7,8
582,4.79,14.5,0,0,0,14.5,Cash,Flash Cab,8,33
480,1.9,8.5,0,0,2,10.5,Cash,Medallion Leasin,76,8
900,0.7,30.5,0,0,0,30.5,Unknown,Taxi Affiliation Services,44,8
608,3.61,11.75,0,0,0,11.75,Prcard,Flash Cab,2,77
1361,10.69,29.5,0,0,0,29.5,Prcard,Flash Cab,6,27
744,11.07,28.25,0,0,0,28.25,Prcard,Flash Cab,24,10
420,2,8.25,0,0,0,8.25,Cash,Taxi Affiliation Services,32,8
987,9.46,25.25,0,0,0,25.25,Prcard,Flash Cab,9,22
3270,33.24,81.25,0,0,0,81.25,Cash,Flash Cab,POC,32
4,0,3.25,0,0,0,3.25,Cash,Flash Cab,2,2
1349,17.17,42.25,8.75,0,1,52.5,Credit Card,Sun Taxi,8,76
588,1.95,9,0,0,1,10,Cash,Flash Cab,POC,28
1383,12.67,32.25,0,0,4,36.25,Cash,City Service,76,20
998,6.74,19.5,0,0,0,19.5,Prcard,Flash Cab,25,28
1298,17.72,44,9.2,0,1.5,55.2,Credit Card,Flash Cab,32,76
1506,13.9,35,9.88,0,4,49.38,Credit Card,Chicago Independents,3,76
343,1.01,6.25,0,0,1,7.25,Cash,Flash Cab,32,28
1463,18.84,46.25,0,0,0,46.25,Cash,City Service,32,76
1128,8.62,24.25,0,0,0,24.25,Prcard,Flash Cab,14,8
6,0,3.25,0,0,0,3.25,Cash,Sun Taxi,28,32
1447,11.71,31,0,0,1,32,Prcard,Flash Cab,28,DOC
1070,11.69,30.25,0,0,0,30.25,Prcard,Flash Cab,32,71
2258,10.37,34,0,0,0,34,Prcard,Flash Cab,32,2
1452,17.08,42.5,0,0,0,42.5,Cash,Sun Taxi,POC,28
2067,26.08,62,7,0,4,73.5,Credit Card,Globe Taxi,76,41
1608,13.7,35.5,0,0,0,35.5,Cash,Flash Cab,1,23
743,7.64,21,0,0,0,21,Prcard,City Service,10,76
1453,19,46.25,4.75,0,0,51.5,Credit Card,Flash Cab,28,76
1298,12.73,40.77,0,0,0,40.77,Cash,Flash Cab,33,73
1500,10.3,28.25,0,0,0,28.25,Unknown,Taxi Affiliation Services,28,22
74,0,3.5,0,0,0,3.5,Cash,24 Seven Taxi,8,8
540,4.4,13.5,2.7,0,0,16.2,Mobile,Medallion Leasin,32,8
1210,10.94,29,0,0,0,29,Prcard,Flash Cab,3,28
420,0.1,10,0,0,0,10,Cash,Taxi Affiliation Services,7,8
1647,17.45,43.25,0,0,0,43.25,Cash,Flash Cab,8,76
197,0.71,5,0,0,0,5,Prcard,Flash Cab,6,6
1200,0,25.25,0,0,0,25.25,Unknown,Taxi Affiliation Services,15,8
60,0,3.25,7,0,32,42.25,Credit Card,Taxi Affiliation Services,76,76
801,3.55,12.5,0,0,0,12.5,Cash,Flash Cab,16,24
768,2.69,10.75,0,0,0,10.75,Cash,Flash Cab,8,28
1081,12.43,31.75,0,0,0,31.75,Prcard,Flash Cab,44,8
533,1.9,8.25,0,0,0,8.25,Prcard,Medallion Leasin,32,8
604,2.8,10.25,3,0,0,13.75,Credit Card,City Service,32,33
369,1.17,6.5,2,0,0,9,Credit Card,Flash Cab,8,32
2490,19.38,48.25,10,0,4,62.75,Credit Card,Sun Taxi,POC,33
301,1.59,7.25,0,0,0,7.25,Cash,Flash Cab,32,33
1328,10.91,29.5,0,0,0,29.5,Prcard,Flash Cab,28,43
1560,0.8,36.25,0,0,0,36.25,Cash,Taxi Affiliation Services,8,56
694,3.14,11.5,0,0,0,11.5,Cash,Flash Cab,28,33
531,2.34,9.5,1,0,0,11,Credit Card,Flash Cab,8,32
1901,12.39,32.5,0,0,5,37.5,Cash,Chicago Independents,76,14
203,1.06,5.75,3,0,0,9.25,Credit Card,Flash Cab,32,28
1797,8.22,25.75,0,0,0,25.75,Prcard,Flash Cab,15,3
2050,9.04,27.25,0,0,0,27.25,Prcard,Flash Cab,22,1
1334,0,50.31,11.24,0,0,61.55,Mobile,Flash Cab,8,76
600,0,8.75,0,0,2,10.75,Cash,Taxicab Insurance Agency,8,28
1477,12.67,33.75,0,0,1,34.75,Cash,Sun Taxi,8,56
875,4.27,17.33,3.91,0,0,21.24,Mobile,City Service,6,13
2160,12.1,34.25,0,0,0,34.25,Unknown,Taxi Affiliation Services,66,8
441,0,11.26,1.13,0,0,14.34,Mobile,Flash Cab,8,32
660,0,14.75,0,0,0.5,15.25,Cash,U Taxicab,8,28
390,1.25,6.75,0,0,0,6.75,Prcard,Flash Cab,32,8
916,10.83,28,0,0,0,28,Prcard,Flash Cab,22,DOC
1150,11.89,30.5,0,0,0,30.5,Prcard,Flash Cab,51,49
1285,14.17,35.75,0,0,0,35.75,Prcard,Flash Cab,43,6
902,8.29,32,0,0,0,32,Cash,Flash Cab,POC,56
172,0.49,4.75,0,0,4,8.75,Cash,Flash Cab,8,8
1202,0,51.08,8.56,0,0,59.64,Mobile,Patriot Taxi Dba Peace Taxi Associat,28,76
2128,17.39,42.5,6,0,4,53,Credit Card,Sun Taxi,76,28
426,2.77,14.5,1.97,0,0,16.47,Mobile,Sun Taxi,8,28
606,5.9,17,0,0,0,17,Prcard,Flash Cab,24,33
721,7.99,21.5,0,0,0,21.5,Cash,Flash Cab,11,76
711,5.96,17.5,0,0,0,17.5,Prcard,Flash Cab,10,76
1320,11.1,30,0,0,0,30,Unknown,Taxi Affiliation Services,32,34
1440,0.7,31,0,0,0,31,Unknown,Taxi Affiliation Services,8,DOC
1320,15.6,38.75,0,0,0,38.75,Cash,Taxi Affiliation Services,7,76
1097,14.06,35,0,0,5,40,Cash,Sun Taxi,POC,DOC
2688,14.72,39.75,8.85,0,4,53.1,Credit Card,City Service,POC,1
805,3.6,12.5,3.9,0,0,16.9,Credit Card,Sun Taxi,28,7
480,2.1,8.5,0,0,0,8.5,Prcard,Medallion Leasin,28,8
1680,12.9,29,0,0,0,29,Prcard,Medallion Leasin,28,33
370,1.29,6.75,2,0,0,9.25,Credit Card,24 Seven Taxi,28,32
618,2.25,9.25,0,0,0,9.25,Prcard,Flash Cab,28,28
2157,12.1,32.75,5.74,0,5,43.99,Credit Card,Chicago Taxicab,POC,DOC
1260,15.7,39.5,0,0,0,39.5,Cash,Taxi Affiliation Services,8,76
998,8.61,23.5,0,0,0,23.5,Prcard,Flash Cab,32,43
367,1.08,9.36,2.14,0,0,11.5,Mobile,City Service,32,32
25,0.14,3.5,0,0,0,3.5,Cash,Flash Cab,POC,DOC
1362,11.61,30.25,7.77,0,0,38.02,Prcard,Flash Cab,9,24
1175,1.73,8.5,0,0,0,8.5,Cash,Flash Cab,28,8
106,0,3.75,0,0,4,7.75,Cash,Chicago Independents,76,76
436,0,16.01,2.71,0,0,18.72,Mobile,Flash Cab,8,28
9,0,3.25,0,0,0,3.25,Cash,Flash Cab,8,8
1857,10.67,29.5,0,0,0,29.5,Prcard,Flash Cab,27,71
1634,19.4,48,25,0,0,73.5,Credit Card,Chicago Independents,POC,DOC
545,1.87,8.5,2,0,0,11,Credit Card,Flash Cab,28,8
0,0,3.25,0,0,0,3.25,Cash,Blue Ribbon Taxi Association Inc.,3,3
298,1.61,7.25,3,0,1,11.75,Credit Card,Flash Cab,32,33
480,0.2,11.25,0,0,0,11.25,Unknown,Taxi Affiliation Services,33,28
987,4.45,21.48,4.83,0,0,26.31,Mobile,Sun Taxi,8,29
