Versus,Exit_Velocity,Launch_Angle,Pitch_Speed,Distance,Pitcher_Age,Pitch_Type,Batter_Age
DET,109.2,20,87.5,429,32,Changeup,27
BAL,106.2,26,95.4,429,26,Four Seam,27
SD,108.3,30,84.4,429,30,Changeup,22
COL,110.5,26,93.3,429,26,Four Seam,31
CWS,105.8,34,87.2,429,27,Slider,27
MIN,105.9,29,78.9,429,30,Slider,28
BAL,109.3,24,95.4,429,26,Four Seam,23
LAA,104.2,26,94.8,429,30,Four Seam,25
MIL,106.2,28,94.8,429,28,Cutter,25
WSH,108.4,25,79.1,429,35,Slider,32
TEX,107.3,23,84.4,429,31,Changeup,26
TEX,108,33,87,428,30,Cutter,28
LAD,109.1,30,92.3,428,28,Four Seam,26
TEX,108.1,28,97.7,428,29,Four Seam,30
HOU,106.7,30,78.8,428,29,Slider,30
CIN,106.6,26,80.6,428,24,Curveball,26
KC,110.2,25,85.5,428,27,Slider,25
PHI,111.6,34,84,428,27,Changeup,30
CHC,108.5,23,91.6,428,23,Four Seam,35
MIN,110.6,32,92.9,428,26,Four Seam,24
CLE,105.8,29,98,428,32,Four Seam,31
CHC,103,27,87.1,428,33,Four Seam,28
TB,107.6,26,80.7,428,26,Curveball,29
CWS,105.4,28,89,428,28,Cutter,24
MIL,106.9,24,85.6,428,24,Changeup,30
NYM,111,28,95.9,428,33,Four Seam,24
NYY,107.2,27,82.2,428,32,Knuckle Curve,24
BOS,111.1,24,96.2,428,30,Four Seam,21
CHC,107.8,25,94.7,428,30,Four Seam,27
SD,101.5,29,79.6,428,32,Changeup,32
COL,110.7,26,88.5,428,30,Slider,26
OAK,110,25,90.9,428,27,Cutter,23
HOU,109.7,24,94.4,428,26,Four Seam,22
PHI,109.1,27,85.3,428,31,Slider,30
AZ,106.1,29,94.3,428,38,Four Seam,27
TB,107.2,33,95.2,428,32,Four Seam,25
LAD,109.1,29,93.2,428,37,Four Seam,24
AZ,105.1,25,87.5,428,29,Sinker,28
BOS,109.6,22,85.3,428,34,Slider,25
MIA,108.8,30,92.3,428,32,Four Seam,30
PHI,109.6,28,90.2,428,28,Cutter,24
STL,114,21,85.3,428,32,Changeup,25
KC,106.1,25,79.6,428,25,Curveball,22
MIL,107.9,26,92,428,30,Four Seam,22
KC,104.8,26,94.9,428,26,Four Seam,32
SD,108.4,27,92.3,428,32,Four Seam,27
TEX,105.9,27,93.6,428,31,Sinker,24
SEA,104.6,30,87.9,428,30,Four Seam,33
AZ,103.5,28,82.8,428,31,Changeup,28
CHC,108.3,39,89.6,428,29,Cutter,31
WSH,105.7,28,94.9,428,31,Four Seam,36
AZ,103.1,33,89.4,428,24,Four Seam,31
SF,106,26,85.4,427,25,Knuckle Curve,32
STL,106.2,32,94.8,427,32,Four Seam,27
NYY,109.1,21,98,427,32,Four Seam,23
KC,106.6,24,92.6,427,26,Sinker,25
CIN,106.3,36,84.6,427,31,Slider,42
PHI,108.9,30,94.2,427,29,Four Seam,25
AZ,108.7,26,90.7,427,31,Sinker,30
CWS,109.3,26,82.8,427,30,Slider,33
CHC,108.9,32,92,427,27,Four Seam,35
MIL,107.4,29,88.2,427,28,Changeup,23
NYY,110.3,23,81,427,30,Changeup,28
PIT,107.9,26,84.3,427,29,Changeup,32
CIN,108.4,31,97.8,427,23,Four Seam,33
SEA,106.7,25,79.9,427,28,Slider,24
CHC,106.8,29,91.1,427,27,Four Seam,30
MIN,105.6,24,92.7,427,32,Four Seam,36
PIT,106.4,33,86.2,427,29,Cutter,30
CHC,103.7,24,79.1,427,33,Knuckle Curve,33
COL,106.8,22,76.8,427,30,Curveball,22
NYM,103.6,29,96.5,427,27,Four Seam,22
TEX,103.8,30,88.6,427,31,Changeup,29
NYY,107.3,24,97.9,427,32,Four Seam,28
BOS,104.5,26,91.9,427,32,Slider,31
OAK,108.4,33,94.9,427,26,Sinker,23
SF,106.7,27,94.5,427,32,Four Seam,32
OAK,105,27,92,427,33,Four Seam,24
TB,107.8,26,90.7,427,29,Changeup,26
TOR,114.9,25,96,427,24,Four Seam,30
STL,104.9,31,93.8,427,31,Four Seam,26
PIT,106.2,30,80.5,427,27,Other,29
TEX,113,26,80.1,427,26,Slider,33
PHI,106.4,23,80.1,427,29,Other,28
AZ,108.2,30,87.3,427,27,Slider,25
WSH,109.3,27,79.6,427,29,Curveball,27
NYY,109.4,27,88.1,427,29,Slider,27
PIT,105,24,92.9,427,33,Four Seam,34
TEX,103.9,31,77.4,427,31,Curveball,31
NYM,111.5,35,89.9,427,30,Cutter,30
COL,101.7,27,81.5,427,27,Curveball,22
CIN,107.3,30,91.7,427,27,Four Seam,27
OAK,109,31,78.9,427,26,Slider,30
TB,107.1,29,91.6,427,30,Four Seam,29
MIL,106.8,27,94.9,427,29,Four Seam,28
MIN,111.3,37,80.7,427,30,Changeup,29
TB,105.5,32,71.6,427,31,Curveball,28
TB,108.5,35,86.8,427,33,Cutter,30
NYM,107.3,23,89.3,427,38,Cutter,30
CLE,110.7,25,93.1,427,27,Four Seam,29
TOR,115.8,16,92.1,427,33,Four Seam,24
OAK,102.9,25,86.4,427,28,Cutter,27
TOR,107.1,26,95.1,426,29,Four Seam,27
KC,103,27,86.3,426,25,Changeup,27
TEX,111.1,37,92.4,426,28,Sinker,25
OAK,105.6,29,90.3,426,28,Sinker,30
LAD,106.4,27,95,426,27,Four Seam,34
BAL,107.7,31,94,426,28,Four Seam,31
PHI,111.4,29,94.2,426,27,Four Seam,28
CLE,113.1,23,91.4,426,35,Cutter,30
MIA,107.6,25,88.6,426,25,Changeup,29
LAA,107.1,28,89.5,426,32,Changeup,30
COL,103.3,24,91.9,426,27,Four Seam,28
LAD,103.8,28,82.6,426,27,Slider,39
AZ,112.5,27,88.5,426,29,Sinker,42
MIL,109.9,30,81.7,426,24,Slider,42
SEA,110.6,24,85.2,426,28,Cutter,23
PIT,106.6,36,95.7,426,26,Four Seam,29
DET,103.9,29,73.7,426,26,Knuckle Curve,25
TOR,109.1,28,84.5,426,31,Slider,25
CIN,110,36,94.3,426,34,Four Seam,25
BOS,108.9,32,90.9,426,42,Four Seam,25
NYM,108.4,25,94.3,426,27,Four Seam,28
TOR,107,29,93.8,426,23,Four Seam,32
TOR,104.3,27,91.8,426,24,Four Seam,38
KC,104.3,27,69.8,426,31,Slider,27
WSH,105,28,81.7,426,38,Changeup,32
PHI,107.2,28,90.9,426,35,Sinker,30
MIL,105.2,28,96.4,426,28,Sinker,26
CHC,109,33,84.9,426,27,Changeup,24
ATL,108.1,29,81.9,426,35,Slider,30
CHC,107.7,25,93.2,426,27,Four Seam,30
ATL,105.2,32,95.4,426,39,Four Seam,33
STL,108.9,29,93,426,27,Four Seam,26
SEA,105.6,34,85.4,426,39,Sinker,25
TOR,106.8,21,93.9,426,29,Four Seam,28
NYM,109.5,35,89.6,426,33,Sinker,24
BAL,110.4,32,86.6,426,32,Changeup,29
PIT,109.8,22,97.1,426,28,Four Seam,30
OAK,106.9,25,97.3,426,29,Sinker,29
BAL,107.6,28,78.6,426,32,Slider,29
PHI,105.7,23,91.1,426,25,Sinker,30
TOR,104.9,30,82.7,426,29,Slider,33
PIT,105.5,29,92.3,426,25,Four Seam,33
DET,103.6,27,88.7,426,33,Four Seam,28
LAD,107.3,28,95.1,426,28,Four Seam,33
CLE,108.2,23,87.1,426,27,Slider,31
SD,107.2,32,88.9,425,30,Sinker,33
SD,108.7,30,87.8,425,32,Changeup,36
SF,102.9,26,91.4,425,31,Sinker,24
NYM,111,24,89.8,425,35,Changeup,31
TEX,109,27,89,425,28,Sinker,26
CIN,107.6,32,93.8,425,26,Four Seam,25
STL,105.8,25,95.5,425,24,Four Seam,30
CLE,108,26,95.3,425,26,Sinker,31
ATL,108.4,26,94.1,425,24,Four Seam,24
ATL,107.5,23,93.2,425,28,Four Seam,30
OAK,108.3,32,95.9,425,29,Sinker,28
LAD,109.2,26,84.9,425,32,Slider,24
LAA,107.2,32,87.8,425,26,Slider,26
PIT,105.7,40,92.8,425,29,Four Seam,42
CIN,108.8,26,85.4,425,34,Slider,21
KC,104.7,30,81.9,425,30,Slider,25
BOS,109.7,24,94.5,425,32,Four Seam,29
SF,107.4,28,98.7,425,30,Four Seam,30
KC,102.7,29,86.2,425,26,Slider,25
CWS,111.4,34,95.4,425,26,Four Seam,31
KC,101.6,27,96.2,425,25,Four Seam,28
TEX,108.5,29,83.9,425,28,Changeup,24
MIA,107,29,92.8,425,24,Four Seam,27
OAK,106.7,34,86.2,425,29,Split-Finger,25
ATL,112.1,21,96.8,425,29,Four Seam,27
CWS,101.2,30,89.6,425,31,Slider,24
PIT,108.5,22,92.3,425,29,Four Seam,27
COL,102.8,30,87.1,425,31,Slider,32
TB,108.1,24,86.1,425,36,Cutter,31
MIL,108.3,23,86.9,425,34,Slider,28
PHI,104.6,32,94.5,425,33,Sinker,35
ATL,101.1,24,89.2,425,39,Cutter,26
TB,110,26,92.2,425,27,Cutter,30
BAL,105.4,26,96.9,425,29,Sinker,29
AZ,106.7,26,85.6,425,29,Cutter,27
COL,104,27,88.6,425,34,Slider,26
SD,109.3,23,84.8,425,30,Slider,28
BAL,104.6,29,89.9,425,32,Four Seam,26
CWS,105.1,33,83.2,425,36,Slider,28
NYY,107.4,30,91.4,425,32,Changeup,26
NYM,107,30,80.3,425,30,Slider,31
BAL,108,22,86.1,425,27,Slider,24
HOU,106.5,23,95.1,425,29,Sinker,32
MIL,107.5,29,93.4,425,28,Four Seam,27
TB,103,26,96.7,425,23,Four Seam,26
LAA,106.9,31,93,425,30,Cutter,30
TOR,106.9,29,92.9,425,28,Four Seam,28
TOR,109.5,22,95.7,425,29,Four Seam,31
WSH,109.1,22,79,425,36,Slider,25
TEX,105,28,80.3,425,26,Changeup,36
CIN,105.6,25,96.9,425,27,Four Seam,36
HOU,105.9,29,92.8,425,28,Four Seam,28
MIN,108.9,26,92,425,28,Four Seam,26
COL,106.3,26,86.8,425,27,Slider,26
NYM,108.2,30,83.6,425,35,Slider,25
CIN,105.7,25,92.7,425,30,Four Seam,25
TOR,106.8,26,96.6,425,29,Four Seam,25
TEX,108.3,33,88.2,424,26,Changeup,28
MIN,105.7,25,92.7,424,30,Four Seam,27
LAD,102.7,25,95.3,424,34,Four Seam,25
AZ,102.1,27,81.1,424,32,Slider,27
NYY,107.2,22,92.5,424,30,Sinker,27
WSH,110.2,34,91.2,424,25,Four Seam,29
TEX,104.7,25,80.6,424,26,Cutter,30
SEA,104.9,30,94.6,424,29,Four Seam,29
COL,106.1,28,94.4,424,27,Sinker,25
MIA,106.8,32,96.4,424,33,Four Seam,29
BOS,101.4,29,85.9,424,26,Changeup,24
NYY,112.4,30,93.4,424,31,Four Seam,27
CHC,107.7,32,88,424,39,Cutter,27
SD,104.5,26,90.5,424,30,Sinker,34
CHC,104.6,34,90.9,424,31,Four Seam,22
WSH,112,33,92.7,424,33,Four Seam,29
NYY,108.3,30,90.3,424,30,Sinker,31
CLE,107.7,28,83.8,424,35,Curveball,26
TOR,110.1,32,82.4,424,28,Slider,25
MIN,103.4,29,90.1,424,27,Four Seam,24
COL,106.9,30,97.5,424,31,Sinker,30
SD,106.3,32,94.4,424,23,Four Seam,31
NYY,105.4,32,99.6,424,32,Four Seam,32
PHI,106.7,28,92.6,424,27,Sinker,25
SF,108,32,83.5,424,26,Slider,27
BOS,105.7,23,93.9,424,29,Four Seam,24
MIA,109,25,95.5,424,23,Four Seam,31
PIT,107,26,87.6,424,25,Changeup,35
STL,108.5,35,86,424,31,Slider,31
PHI,105.9,28,92.5,424,29,Sinker,21
MIA,106.9,28,86,424,23,Slider,29
BOS,106.9,29,93.5,424,26,Sinker,31
NYM,104.5,33,91,424,36,Cutter,31
PIT,114.2,22,88,424,29,Slider,27
SEA,105.5,31,89.1,424,28,Slider,24
TEX,104,28,85.4,424,28,Changeup,30
DET,109.5,27,92.4,424,32,Cutter,30
BAL,110,23,85.1,424,30,Cutter,25
HOU,105.8,29,85.7,424,26,Cutter,33
CWS,101.1,27,85.2,424,28,Slider,36
MIA,105.5,33,97.9,424,25,Four Seam,30
LAA,105.5,24,89.6,424,39,Cutter,31
MIN,108.2,31,86.2,424,31,Split-Finger,27
NYY,110.3,22,79.9,424,28,Slider,29
NYY,109.2,30,85.9,424,34,Slider,28
TEX,105,26,85,424,27,Slider,29
TB,104.2,29,94.1,424,28,Four Seam,28
CHC,106.3,27,80.6,424,27,Curveball,26
TEX,109.4,25,94.1,424,34,Four Seam,25
CWS,105.9,31,96.4,424,27,Four Seam,28
OAK,107.8,25,93.6,424,26,Sinker,29
COL,101.2,33,86.3,424,34,Slider,24
TOR,107.4,34,95.1,423,28,Four Seam,29
MIL,108.4,33,96.1,423,28,Cutter,31
CHC,108.6,24,90.8,423,31,Sinker,28
COL,102.2,28,94.9,423,27,Sinker,26
ATL,107.4,35,91.5,423,28,Four Seam,31
BOS,110,24,96.1,423,35,Four Seam,33
LAA,107.7,25,83.5,423,26,Changeup,24
LAA,99.6,26,83.3,423,31,Slider,25
SF,103.8,27,82.9,423,29,Slider,32
AZ,103.1,29,83.5,423,26,Slider,30
NYM,101.7,28,93.8,423,33,Sinker,27
MIL,105.4,27,95.8,423,30,Four Seam,27
CLE,111,21,86.2,423,27,Changeup,31
MIN,105.2,23,91.4,423,30,Four Seam,25
MIN,109.7,26,91.7,423,33,Sinker,31
TB,105,31,95.6,423,25,Four Seam,30
SF,107.5,32,81.9,423,33,Changeup,36
NYM,114,21,90.5,423,32,Four Seam,22
AZ,107.5,21,76.9,423,24,Curveball,31
CHC,106.7,29,79.7,423,25,Curveball,32
NYY,107.6,33,98.7,423,32,Four Seam,36
WSH,104.7,26,82.9,423,33,Changeup,29
CWS,104.8,32,89.9,423,36,Sinker,28
LAA,109,35,84.6,423,26,Slider,25
BAL,106.6,28,90,423,32,Sinker,36
MIA,107.3,25,90.8,423,27,Four Seam,25
AZ,101.6,35,88,423,27,Changeup,32
CIN,110,29,84.8,423,28,Split-Finger,24
SD,106.7,25,81.4,423,32,Curveball,32
SD,109.3,19,91.9,423,30,Sinker,29
CLE,107.2,31,93.1,423,27,Four Seam,27
LAA,106.1,29,87.3,423,31,Changeup,36
KC,111,20,85.5,423,26,Slider,23
KC,103.9,33,85.4,423,27,Slider,27
WSH,105.8,25,96.5,423,30,Four Seam,28
WSH,106.4,29,92.8,423,33,Sinker,36
CIN,108.1,36,94.3,423,35,Sinker,27
LAD,105.5,30,84,423,31,Changeup,33
SF,105.1,25,84.5,423,32,Slider,31
KC,111.5,25,92.3,423,25,Four Seam,28
AZ,105.6,24,84.9,423,31,Slider,29
STL,102.3,28,82.7,423,41,Changeup,36
LAA,105.1,33,82.1,423,26,Slider,25
DET,107.8,25,85.4,423,33,Changeup,29
SEA,107.6,31,85.7,423,30,Slider,26
BOS,111.2,33,95.3,423,32,Four Seam,25
TEX,105.3,22,90.1,423,28,Sinker,28
SEA,107.4,33,95.5,423,31,Four Seam,29
NYY,111,27,94.9,423,31,Four Seam,29
ATL,101.7,30,97.1,423,29,Four Seam,27
SEA,107,31,90.8,423,31,Sinker,25
SEA,111.2,22,86.9,423,30,Cutter,25
NYM,112.1,29,96.6,423,30,Four Seam,30
AZ,106.5,31,94.8,423,27,Four Seam,29
SEA,104.7,23,87.2,423,28,Slider,30
SEA,107.7,23,88.6,423,28,Slider,30
PHI,107,23,89.4,423,27,Cutter,30
TOR,104.7,25,78.7,423,32,Slider,31
BAL,112,23,87.2,423,26,Slider,30
WSH,109.9,22,69.3,423,35,Curveball,29
CHC,104.4,31,78.3,423,33,Knuckle Curve,27
MIN,105.3,34,94.3,423,31,Four Seam,29
CLE,107.5,29,92.5,422,25,Four Seam,28
TOR,106.8,25,96.7,422,31,Four Seam,27
BOS,108,28,88.9,422,26,Cutter,24
ATL,111.4,24,80.8,422,28,Slider,29
TEX,105,26,94.8,422,29,Four Seam,28
STL,103.9,30,95.1,422,32,Four Seam,27
PIT,109.9,37,82.6,422,25,Slider,31
SEA,106.2,29,86.7,422,30,Four Seam,25
OAK,108.6,26,97.1,422,29,Four Seam,27
CIN,108.6,27,88.1,422,26,Changeup,29
BOS,107.2,24,90.2,422,32,Cutter,29
BOS,106.5,21,79.8,422,26,Curveball,33
ATL,105.8,27,87.5,422,24,Changeup,30
STL,105,29,90.8,422,23,Four Seam,28
NYM,113.4,23,85.3,422,36,Curveball,24
CLE,106.7,26,93.6,422,25,Four Seam,31
DET,106.4,29,91,422,27,Four Seam,30
KC,105.2,27,92.9,422,25,Four Seam,33
WSH,108.2,26,85.8,422,33,Slider,31
COL,103.3,38,89.4,422,37,Slider,29
AZ,107,24,89,422,34,Changeup,30
MIA,106.4,28,87.1,422,30,Changeup,28
MIL,98,31,94.1,422,29,Sinker,28
DET,105.9,25,93.3,422,32,Four Seam,26
AZ,105.6,33,84.8,422,31,Slider,25
CIN,108.7,28,96.9,422,34,Four Seam,26
STL,109,33,88,422,33,Changeup,31
PIT,106.5,24,87,422,25,Changeup,31
WSH,103.2,32,92.6,422,32,Sinker,33
OAK,104.2,28,89.5,422,28,Four Seam,27
PIT,104.5,26,76.7,422,25,Curveball,30
KC,102.8,29,94.3,422,27,Sinker,28
BAL,107.8,30,89.2,422,26,Sinker,23
TB,105.3,26,84.9,422,27,Slider,29
TB,104.8,31,87.3,422,36,Sinker,24
KC,104.4,34,83.4,422,28,Slider,31
AZ,108.9,27,87.3,422,29,Sinker,26
SEA,105.1,30,93,422,28,Four Seam,31
COL,100.3,30,87.5,422,30,Changeup,28
NYY,109.1,35,88.4,422,32,Slider,29
BAL,112.2,25,79,422,30,Slider,30
BAL,107.3,27,80.4,422,32,Curveball,33
ATL,102.6,32,94.1,422,28,Four Seam,30
NYM,105.3,23,93.4,422,34,Slider,25
LAA,106.7,26,86.1,422,35,Slider,25
CLE,102.6,27,80.2,422,27,Curveball,27
STL,105.3,25,93.5,422,34,Four Seam,31
TB,109,25,90,422,30,Four Seam,28
WSH,108.4,30,83.5,422,33,Slider,25
SEA,105.2,33,88.8,422,30,Four Seam,32
BOS,104.1,32,69.9,422,42,Slider,28
KC,102.6,33,101.2,422,25,Four Seam,32
SEA,108,30,78.7,422,30,Changeup,35
OAK,106.2,29,84.9,422,29,Changeup,29
COL,106.8,28,96.5,422,30,Four Seam,27
LAA,103.3,26,86.9,422,28,Split-Finger,32
CHC,108.6,26,90.2,422,27,Four Seam,30
OAK,110,25,96,422,29,Four Seam,32
MIL,106.7,27,93.9,421,26,Four Seam,31
MIA,103.8,27,82.1,421,25,Slider,28
MIN,104.8,27,90.6,421,30,Four Seam,25
PHI,106.7,31,94.8,421,26,Sinker,24
NYY,108,26,87.5,421,31,Changeup,28
KC,103.9,27,96.6,421,27,Four Seam,30
ATL,108.2,26,92,421,28,Four Seam,32
HOU,106.3,31,91.4,421,32,Changeup,28
MIN,107,28,93.8,421,25,Four Seam,30
PHI,109.2,25,96.5,421,29,Four Seam,29
STL,106.2,34,94.3,421,34,Four Seam,27
CHC,107.5,30,92.5,421,27,Four Seam,31
LAA,105.2,33,93.2,421,26,Sinker,25
CLE,110.9,24,86,421,27,Cutter,37
CLE,105.4,30,91,421,27,Four Seam,29
TOR,107.9,27,86,421,28,Changeup,28
TB,106.4,28,54.3,421,28,Other,31
TEX,103.2,29,94.8,421,29,Four Seam,25
CIN,105.6,26,82.6,421,29,Slider,30
KC,108.5,28,90,421,28,Cutter,31
CHC,108.6,22,92.9,421,31,Four Seam,25
WSH,106.2,32,96.4,421,30,Four Seam,29
ATL,104.4,31,81.8,421,39,Curveball,31
NYM,108.4,29,95.5,421,38,Four Seam,24
SEA,109.4,26,89.1,421,30,Four Seam,24
DET,107.2,29,86.4,421,32,Slider,26
LAD,108.5,25,93.1,421,24,Slider,32
NYY,107.6,33,93.5,421,31,Four Seam,30
CHC,103.1,30,91.6,421,30,Cutter,26
MIN,105.7,30,94,421,31,Four Seam,26
PIT,104.9,35,91.6,421,33,Four Seam,34
TEX,101.5,27,81.9,421,26,Cutter,24
DET,105.7,31,91.6,421,32,Four Seam,35
KC,106.3,26,84.1,421,26,Slider,25
AZ,102.4,24,94.5,421,38,Four Seam,28
BAL,110.5,23,94.3,421,26,Four Seam,22
TEX,103.9,27,79.7,421,28,Slider,29
BOS,104.6,25,91,421,31,Four Seam,28
MIN,114.4,18,85.7,421,30,Changeup,23
DET,107.4,23,92.6,421,26,Four Seam,23
TB,106,31,94.4,421,29,Four Seam,34
MIN,105.7,24,81.9,421,30,Changeup,24
MIL,108.5,36,93.6,421,34,Four Seam,32
BAL,110.7,36,91.8,421,26,Four Seam,33
LAA,105.6,23,88,421,28,Slider,29
CWS,110.1,23,99,421,33,Four Seam,25
NYM,109.8,20,88.6,421,27,Changeup,30
CWS,106.3,30,84.8,421,35,Slider,28
CIN,105,29,85.7,421,34,Slider,24
SF,108,27,86.1,421,26,Changeup,30
COL,104.7,21,90.6,421,34,Cutter,30
LAD,106.3,31,89.6,421,34,Four Seam,25
SF,108.4,23,95.3,421,25,Sinker,31
TB,110.6,31,81,421,28,Curveball,30
SF,105,26,91.7,421,31,Sinker,30
TEX,104.9,33,96.9,421,31,Four Seam,33
CWS,108.4,28,91.7,421,27,Four Seam,30
CHC,109,23,96.8,421,28,Four Seam,27
BOS,103.8,28,94.1,421,32,Four Seam,29
MIL,105.8,38,82.4,421,27,Slider,24
KC,102.6,35,94.3,420,27,Sinker,26
CHC,107.7,35,91.4,420,31,Sinker,35
SD,104.8,29,85,420,32,Cutter,30
LAD,111.6,23,87.8,420,33,Sinker,30
SEA,105.5,29,87.4,420,30,Cutter,30
ATL,104,27,79.4,420,35,Slider,30
LAA,109.7,27,90.4,420,30,Changeup,32
MIN,108.1,28,79.9,420,30,Slider,24
MIL,109.6,23,90.4,420,24,Changeup,27
TOR,105,30,83.6,420,24,Changeup,38
HOU,106.6,26,86,420,39,Slider,28
KC,105.5,25,94.3,420,25,Four Seam,28
CIN,102,31,95.4,420,24,Four Seam,36
MIL,104.5,28,95.1,420,28,Sinker,30
TB,107.4,31,91.3,420,28,Four Seam,30
PIT,112.7,35,78.1,420,29,Slider,28
CWS,107.1,29,88,420,36,Cutter,28
STL,113.7,31,94.9,420,24,Four Seam,29
PIT,104.6,29,92.6,420,32,Four Seam,35
NYY,105.2,25,84.5,420,28,Cutter,29
CWS,106.2,26,88.9,420,27,Slider,25
KC,107.8,23,85.2,420,26,Slider,27
MIL,107.2,28,87.9,420,28,Slider,25
PIT,105.1,31,86.6,420,29,Slider,31
LAA,109.3,33,86.6,420,26,Slider,22
TB,107.4,33,96.5,420,25,Four Seam,31
TB,106.3,29,94,420,32,Four Seam,26
WSH,106.7,23,78.4,420,36,Slider,28
ATL,108.6,24,98.5,420,24,Four Seam,22
PIT,113.7,27,91.6,420,33,Four Seam,25
CIN,105.2,28,94.6,420,24,Sinker,35
COL,98.8,30,78.2,420,32,Curveball,35
DET,100.7,24,93.5,420,27,Sinker,29
TEX,104.7,21,89.7,420,25,Four Seam,33
COL,104.2,27,86.1,420,29,Slider,28
MIN,105.7,24,84.7,420,31,Cutter,25
KC,109.6,33,94.6,420,23,Four Seam,28
STL,106,29,93.2,420,27,Four Seam,31
CIN,107.3,24,96.2,420,26,Four Seam,28
MIL,104.4,27,81,420,29,Changeup,23
BAL,103.9,27,88.3,420,32,Sinker,35
NYM,103.3,27,87.4,420,26,Changeup,32
SD,106,32,93.1,420,32,Four Seam,30
CLE,108.4,25,93.2,420,27,Four Seam,26
PIT,106.3,25,93.8,420,29,Four Seam,28
CIN,103.7,32,91.7,420,27,Four Seam,35
MIL,105.1,24,96.1,420,28,Sinker,32
WSH,105.1,31,94.5,420,31,Four Seam,27
ATL,107.4,27,94.1,420,27,Four Seam,29
LAA,108.1,24,85.3,420,35,Cutter,31
TEX,106.1,35,96,420,29,Four Seam,22
HOU,109.6,23,94.9,420,29,Sinker,23
OAK,107.4,34,93.6,420,26,Sinker,30
CIN,104.2,26,88.8,420,35,Four Seam,30
LAD,109.5,31,84.1,420,26,Curveball,30
OAK,109.8,22,89.7,420,28,Cutter,26
PIT,105.3,29,94,420,29,Sinker,32
TEX,108.7,35,90.8,420,26,Four Seam,31
MIL,109.8,29,89.2,420,24,Changeup,30
MIA,107.9,34,85.1,420,24,Slider,31
ATL,106.7,33,85,420,39,Changeup,30
CLE,104.1,27,77.5,420,24,Changeup,27
BAL,106.2,30,94.9,420,30,Four Seam,24
OAK,105.9,29,92.4,420,26,Sinker,28
NYY,106.2,26,94.6,420,27,Four Seam,31
CWS,104.9,23,85.5,420,28,Slider,24
BAL,110.2,19,84.3,420,27,Changeup,24
HOU,107,33,92.7,420,27,Four Seam,27
COL,104.3,39,89.7,420,37,Slider,32
MIN,104.6,34,96.9,420,28,Four Seam,26
BOS,101.8,31,94.6,419,26,Sinker,28
AZ,108.8,26,94,419,38,Four Seam,34
KC,108.7,25,84.9,419,26,Slider,30
NYM,105.2,28,80.9,419,37,Slider,26
SEA,104.7,25,87.6,419,31,Slider,28
MIA,109.3,23,94.7,419,26,Four Seam,29
WSH,105.6,27,93.9,419,33,Sinker,25
CIN,109.8,25,94.3,419,26,Four Seam,24
PHI,105.4,31,92.1,419,29,Four Seam,25
MIA,107.4,31,81.7,419,30,Slider,31
COL,103.4,31,93.1,419,26,Four Seam,26
PIT,114.7,24,93.7,419,31,Sinker,30
NYY,106.8,34,84.4,419,31,Slider,25
WSH,103.7,28,86,419,27,Slider,29
WSH,104.9,29,94.9,419,24,Four Seam,30
MIN,111.7,19,85.1,419,31,Cutter,27
CLE,107.5,31,93.9,419,25,Four Seam,30
MIA,111.2,26,99,419,28,Four Seam,21
CIN,107.4,30,85.4,419,24,Slider,30
STL,104.8,29,83.7,419,41,Cutter,26
SF,104.5,31,92.6,419,31,Sinker,29
KC,105.3,25,94.3,419,25,Four Seam,25
DET,105.5,27,94.5,419,32,Four Seam,28
MIL,105.8,30,93.6,419,29,Four Seam,37
HOU,103.6,31,93.2,419,27,Four Seam,32
TEX,107.2,27,94,419,26,Four Seam,31
CHC,101.4,27,81.4,419,29,Slider,28
WSH,107.7,32,83.3,419,25,Split-Finger,29
NYM,103.6,31,88.1,419,29,Slider,25
CWS,108.3,28,93.1,419,28,Four Seam,28
TOR,101.4,28,95.1,419,27,Four Seam,32
SD,106.7,30,92.9,419,30,Sinker,34
TOR,107.1,26,97.3,419,31,Four Seam,24
SEA,108.3,30,93.7,419,31,Four Seam,24
TB,108,29,89.7,419,28,Cutter,26
SEA,106.3,23,93.3,419,31,Four Seam,31
CIN,105.5,28,85.8,419,28,Slider,27
LAD,104.4,28,94.9,419,28,Four Seam,27
CLE,105.1,27,82.7,419,27,Cutter,26
ATL,103.7,30,89.4,419,39,Cutter,25
TEX,107.6,23,94.1,419,28,Four Seam,29
TB,107,37,82.1,419,31,Cutter,30
CWS,105.5,25,95,419,26,Four Seam,27
AZ,105.9,28,94.2,419,27,Four Seam,34
KC,105.4,22,84.7,419,26,Slider,26
SF,106.3,21,98.4,419,27,Four Seam,29
BOS,105.1,27,88,419,42,Four Seam,27
CIN,105.5,27,97.4,419,24,Cutter,32
BAL,103.9,28,85.7,419,27,Changeup,32
SEA,106.1,33,88.1,419,23,Slider,28
COL,106.6,26,95.5,419,29,Four Seam,27
NYM,108.6,27,94.9,419,35,Four Seam,25
STL,105.3,27,100.1,418,28,Four Seam,28
COL,106.4,31,95.3,418,27,Four Seam,29
COL,106,21,85.1,418,30,Slider,30
KC,104,30,98.5,418,26,Four Seam,33
AZ,101.8,28,86,418,31,Slider,29
ATL,106.6,31,95.2,418,39,Four Seam,24
PHI,109.3,23,94.1,418,28,Sinker,27
MIN,112.6,22,90.8,418,25,Cutter,29
SF,102.8,28,92.2,418,31,Sinker,25
