Name,State,Prog Length,School Type,2018_Drate,2017_Drate,2016_Drate
UNIVERSITY OF NORTH GEORGIA,GA,8,1,5.8,7.2,8.8
OGLETHORPE UNIVERSITY,GA,6,2,5.4,4.8,11
PAINE COLLEGE,GA,6,2,24,28.6,28.5
PIEDMONT UNIVERSITY,GA,8,2,3.8,5.5,5.2
REINHARDT UNIVERSITY,GA,8,2,10.4,9.5,10.3
SAVANNAH STATE UNIVERSITY,GA,8,1,16.5,21.8,13.9
SHORTER UNIVERSITY,GA,8,2,9.7,12.2,11.5
SOUTH GEORGIA STATE COLLEGE,GA,6,1,12.6,16.1,15.6
SPELMAN COLLEGE,GA,6,2,3.5,5.6,5
TOCCOA FALLS COLLEGE,GA,8,2,6,10.3,10
TRUETT MCCONNELL UNIVERSITY,GA,8,2,9.1,7.3,12.4
UNIVERSITY OF GEORGIA,GA,8,1,1.9,2.5,2.3
VALDOSTA STATE UNIVERSITY,GA,8,1,7.4,8.8,8.5
WESLEYAN COLLEGE,GA,8,2,3.6,6.7,6.2
UNIVERSITY OF WEST GEORGIA,GA,8,1,7.4,8.8,9.2
GEORGIA COLLEGE & STATE UNIVERSITY,GA,8,1,3.4,2.7,3.6
YOUNG HARRIS COLLEGE,GA,8,2,3.5,9.7,8.5
CHAMINADE UNIVERSITY OF HONOLULU,HI,8,2,3.8,4.9,6.5
BRIGHAM YOUNG UNIVERSITY - HAWAII,HI,6,2,2.7,5.3,6
UNIVERSITY OF HAWAII AT MANOA,HI,8,1,3.5,3.3,4.4
UNIVERSITY OF HAWAII AT HILO,HI,8,1,8.3,6.1,6.1
HONOLULU COMMUNITY COLLEGE,HI,5,1,14.2,13.7,19
KAPIOLANI COMMUNITY COLLEGE,HI,5,1,7.2,8.7,13.8
KAUAI COMMUNITY COLLEGE,HI,5,1,9.8,14.5,18.1
UNIVERSITY OF HAWAII MAUI COLLEGE,HI,6,1,12.1,14,23
BOISE STATE UNIVERSITY,ID,8,1,4.3,5.5,6.4
COLLEGE OF IDAHO (THE),ID,8,2,3.7,4.4,6.4
COLLEGE OF SOUTHERN IDAHO,ID,6,1,10.1,10.7,12.6
IDAHO STATE UNIVERSITY,ID,8,1,5.5,7.4,7.9
LEWIS-CLARK STATE COLLEGE,ID,6,1,9.2,11.9,10.8
NORTH IDAHO COLLEGE,ID,5,1,8.8,14.6,17
NORTHWEST NAZARENE UNIVERSITY,ID,8,2,2.1,5.6,2.6
BRIGHAM YOUNG UNIVERSITY - IDAHO,ID,6,2,3.1,3.2,3.4
UNIVERSITY OF IDAHO,ID,8,1,4.1,5.3,5.9
AMERICAN ACADEMY OF ART COLLEGE,IL,6,3,5.7,5.3,7.6
AQUINAS INSTITUTE OF THEOLOGY,MO,8,2,7.1,4.5,8
AUGUSTANA COLLEGE,IL,8,2,3.5,3.4,3.4
AURORA UNIVERSITY,IL,8,2,4.2,4.4,4.8
SOUTHWESTERN ILLINOIS COLLEGE,IL,5,1,13.8,20.5,21.7
BETHANY THEOLOGICAL SEMINARY,IN,8,2,3.8,0,0
BLACK HAWK COLLEGE,IL,5,1,8,11.9,14.4
BLACKBURN UNIVERSITY,IL,6,2,8.6,12.8,13.8
PRAIRIE STATE COLLEGE,IL,5,1,11.2,15.6,17.7
BRADLEY UNIVERSITY,IL,8,2,2.5,2.5,2.7
SPOON RIVER COLLEGE,IL,5,1,16.2,20.8,18.5
CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE,IL,5,1,12.9,13.4,14.1
RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO,IL,5,1,9.7,13,15.9
CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE,IL,5,1,9.4,15.5,19.6
HAROLD WASHINGTON COLLEGE,IL,5,1,11.6,14.7,19.1
CITY COLLEGES OF CHICAGO - KENNEDY KING COLLEGE,IL,5,1,14.9,20.4,22.5
WILBUR WRIGHT COLLEGE,IL,5,1,9.9,14.4,15.1
MIDWESTERN UNIVERSITY,IL,8,2,0,0,0.1
ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE,IL,8,2,1.1,0.7,0.3
CHICAGO THEOLOGICAL SEMINARY,IL,8,2,5.8,2,1.7
SPERTUS COLLEGE OF JUDAICA,IL,8,2,4.1,8,9.8
UNIVERSITY OF ST. FRANCIS,IL,8,2,2.8,3.3,4.2
COLUMBIA COLLEGE CHICAGO,IL,8,2,6.1,9.2,9.4
CONCORDIA UNIVERSITY,IL,8,2,3.1,5.1,4.6
DANVILLE AREA COMMUNITY COLLEGE,IL,5,1,9.1,12.2,15
DEPAUL UNIVERSITY,IL,8,2,3.7,4.5,4.1
EASTERN ILLINOIS UNIVERSITY,IL,8,1,6.1,8.3,7.2
ELGIN COMMUNITY COLLEGE,IL,5,1,9,9.9,11.3
ELMHURST UNIVERSITY,IL,8,2,3.2,3,3.2
EUREKA COLLEGE,IL,6,2,7.8,7.9,6.1
HIGHLAND COMMUNITY COLLEGE,IL,5,1,10,12.3,18.7
GARRETT - EVANGELICAL THEOLOGICAL SEMINARY,IL,8,2,3.5,3,5.9
GREENVILLE UNIVERSITY,IL,8,2,4.9,6.4,5.2
HEBREW THEOLOGICAL COLLEGE,IL,7,2,5.4,4.1,2.2
ILLINOIS COLLEGE,IL,8,2,6.6,6.2,8.2
ILLINOIS COLLEGE OF OPTOMETRY,IL,7,2,0,0,0.7
ILLINOIS INSTITUTE OF TECHNOLOGY,IL,8,2,1.9,2.9,2.4
ILLINOIS STATE UNIVERSITY,IL,8,1,3.6,4.4,3.9
NORTHEASTERN ILLINOIS UNIVERSITY,IL,8,1,7,7.4,5.9
CHICAGO STATE UNIVERSITY,IL,8,1,8.7,11.6,12.3
ILLINOIS WESLEYAN UNIVERSITY,IL,6,2,2.4,1.4,2.5
JOLIET JUNIOR COLLEGE,IL,5,1,8.9,12.3,11.3
JUDSON UNIVERSITY,IL,8,2,4.3,6.3,5.3
KASKASKIA COLLEGE,IL,5,1,12.5,11.5,9
KNOX COLLEGE,IL,6,2,2.3,4.8,3.7
ILLINOIS VALLEY COMMUNITY COLLEGE,IL,5,1,7.9,8.9,11.1
LAKE FOREST COLLEGE,IL,8,2,1.3,2.5,1.8
LEWIS UNIVERSITY,IL,8,2,2,3.6,3.8
LINCOLN CHRISTIAN UNIVERSITY,IL,8,2,5,6.9,9.5
LINCOLN COLLEGE,IL,8,2,6.1,8.3,7.7
LOYOLA UNIVERSITY CHICAGO,IL,8,2,2.7,3.4,3.2
LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO,IL,8,2,5.9,6.3,4.8
MACCORMAC COLLEGE,IL,5,2,22.1,22.2,16.5
MCCORMICK THEOLOGICAL SEMINARY,IL,8,2,4.2,4.6,6.3
MCKENDREE UNIVERSITY,IL,8,2,4.5,6.9,6.6
MEADVILLE THEOLOGICAL SCHOOL OF LOMBARD COLLEGE,IL,8,2,3.9,5.4,2
MILLIKIN UNIVERSITY,IL,8,2,5.6,9.3,7.8
MONMOUTH COLLEGE,IL,6,2,2.3,4.5,7.9
MOODY BIBLE INSTITUTE,IL,8,2,3.3,"",""
MORTON COLLEGE,IL,5,1,9.8,11,9.4
NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE),IL,8,2,0.5,2.4,0.9
NATIONAL LOUIS UNIVERSITY,IL,8,2,5.1,6.8,6.6
NORTH CENTRAL COLLEGE,IL,8,2,3.6,3.9,3.2
NORTH PARK UNIVERSITY,IL,8,2,4.4,5.7,5.4
NORTHERN BAPTIST THEOLOGICAL SEMINARY,IL,8,2,4,4,6.1
NORTHERN ILLINOIS UNIVERSITY,IL,8,1,5.9,8.3,7.8
NORTHWESTERN UNIVERSITY,IL,8,2,0.6,0.8,1
OLIVET NAZARENE UNIVERSITY,IL,8,2,2.7,3.4,4.2
ILLINOIS EASTERN COMMUNITY COLLEGES,IL,5,1,9.7,13.7,10.7
QUINCY UNIVERSITY,IL,8,2,5.1,7.9,8.7
ROCK VALLEY COLLEGE,IL,5,1,7.4,10.6,12.8
ROCKFORD UNIVERSITY,IL,8,2,7.9,6.9,6.5
ROOSEVELT UNIVERSITY,IL,8,2,5.1,6.7,6.7
DOMINICAN UNIVERSITY,IL,8,2,4.4,5.5,4.9
SAUK VALLEY COMMUNITY COLLEGE,IL,5,1,14.4,12.7,13.5
SCHOOL OF THE ART INSTITUTE OF CHICAGO,IL,8,2,5.4,7.1,5.7
SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE,IL,8,1,7.8,10.2,11.2
SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,IL,8,1,5.2,6.8,6.1
UNIVERSITY OF SAINT MARY OF THE LAKE,IL,8,2,0,7.6,6.2
BENEDICTINE UNIVERSITY,IL,8,2,4.9,5.6,5
SAINT XAVIER UNIVERSITY,IL,8,2,5.2,6.3,6.5
TRINITY CHRISTIAN COLLEGE,IL,8,2,3.5,5,4.9
TRINITY INTERNATIONAL UNIVERSITY,IL,8,2,7,5.9,4.4
TRITON COLLEGE,IL,5,1,9.7,13,13.9
UNIVERSITY OF CHICAGO (THE),IL,8,2,1,0.6,1.5
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,IL,8,1,2.3,2.4,1.9
UNIVERSITY OF ILLINOIS AT CHICAGO,IL,8,1,2.5,3.4,3.1
VANDERCOOK COLLEGE OF MUSIC,IL,8,2,8.5,2.7,0
WESTERN ILLINOIS UNIVERSITY,IL,8,1,7.9,8.8,9.5
WHEATON COLLEGE,IL,8,2,0.5,0.7,0.9
WORSHAM COLLEGE OF MORTUARY SCIENCE,IL,5,3,5.3,8,6
ANDERSON UNIVERSITY,IN,8,2,6.4,7.6,7.8
BALL STATE UNIVERSITY,IN,8,1,4.2,5.4,5.3
BETHEL UNIVERSITY,IN,8,2,4.6,5.1,6.7
BUTLER UNIVERSITY,IN,8,2,1.9,2.6,2.8
CHRISTIAN THEOLOGICAL SEMINARY,IN,8,2,5.2,2.8,2.8
DEPAUW UNIVERSITY,IN,6,2,1,2.5,2
EARLHAM COLLEGE,IN,8,2,3.3,3.4,7.4
UNIVERSITY OF EVANSVILLE,IN,8,2,2.9,3.3,3.3
FRANKLIN COLLEGE OF INDIANA,IN,8,2,5,6.7,5.2
GOSHEN COLLEGE,IN,8,2,4.3,6.7,2.4
GRACE COLLEGE AND THEOLOGICAL SEMINARY,IN,8,2,3.1,4.5,2.6
HANOVER COLLEGE,IN,8,2,3.4,4.3,4.6
HUNTINGTON UNIVERSITY,IN,8,2,2.4,6.2,3.2
UNIVERSITY OF INDIANAPOLIS,IN,8,2,6.3,6.1,5.9
INDIANA INSTITUTE OF TECHNOLOGY,IN,8,2,17,23.1,25.6
INDIANA STATE UNIVERSITY,IN,8,1,9.7,11.9,13.6
UNIVERSITY OF SOUTHERN INDIANA,IN,8,1,3.9,5,5
INDIANA UNIVERSITY - BLOOMINGTON,IN,8,1,3.4,4.3,3.6
INDIANA UNIVERSITY - EAST,IN,8,1,5.9,7.4,9
INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS,IN,8,1,4.2,5.7,5.9
INDIANA UNIVERSITY - KOKOMO,IN,8,1,6.4,8.8,8.4
INDIANA UNIVERSITY - NORTHWEST,IN,8,1,5.8,5.8,9.7
INDIANA UNIVERSITY - SOUTH BEND,IN,8,1,5.2,7.4,8.1
INDIANA UNIVERSITY SOUTHEAST,IN,8,1,6,8.5,7.3
MANCHESTER UNIVERSITY,IN,8,2,6.7,6,5.9
MARIAN UNIVERSITY,IN,8,2,3.3,5.8,4.9
INDIANA WESLEYAN UNIVERSITY,IN,8,2,5,6.9,6.9
ANABAPTIST MENNONITE BIBLICAL SEMINARY,IN,8,2,0,0,2.3
OAKLAND CITY UNIVERSITY,IN,8,2,8.1,9.7,8.8
PURDUE UNIVERSITY,IN,8,1,1.7,2.2,2.3
PURDUE UNIVERSITY NORTHWEST,IN,8,1,5.1,6.2,8.5
PURDUE UNIVERSITY FORT WAYNE,IN,8,1,5.3,7.6,7.5
ROSE - HULMAN INSTITUTE OF TECHNOLOGY,IN,8,2,1,0.2,1.6
UNIVERSITY OF SAINT FRANCIS,IN,8,2,4.4,6.6,5.5
CALUMET COLLEGE OF SAINT JOSEPH,IN,8,2,9.2,12.9,14.7
SAINT MARY OF THE WOODS COLLEGE,IN,8,2,7.3,8.6,5.2
SAINT MARY'S COLLEGE,IN,8,2,1.2,3.1,2
TAYLOR UNIVERSITY,IN,8,2,4,1.9,2
TRINE UNIVERSITY,IN,8,2,4.8,4.8,6.6
UNIVERSITY OF NOTRE DAME,IN,8,2,0.7,0.7,0.7
VALPARAISO UNIVERSITY,IN,8,2,3,2.9,3.1
VINCENNES UNIVERSITY,IN,6,1,16.1,20.1,21.1
WABASH COLLEGE,IN,6,2,2.8,2.6,4.1
BRIAR CLIFF UNIVERSITY,IA,8,2,5.1,7.9,10.5
BUENA VISTA UNIVERSITY,IA,8,2,4.1,5.9,5.4
SOUTHEASTERN COMMUNITY COLLEGE,IA,5,1,11.7,19.1,20.3
CENTRAL COLLEGE,IA,6,2,1.2,2.8,2.5
CLARKE UNIVERSITY,IA,8,2,1.5,4.6,4.2
COE COLLEGE,IA,6,2,2.8,3.1,2.2
DES MOINES UNIVERSITY - OSTEOPATHIC MEDICAL CENTER,IA,8,2,0,0,0.2
CORNELL COLLEGE,IA,8,2,3.3,2.7,3.9
SOUTHWESTERN COMMUNITY COLLEGE,IA,5,1,14.3,18,20
DIVINE WORD COLLEGE,IA,6,2,2.8,7.8,5.4
DORDT UNIVERSITY,IA,8,2,2.3,1.8,2.1
DRAKE UNIVERSITY,IA,8,2,1.9,2.2,2.4
ELLSWORTH COMMUNITY COLLEGE,IA,5,1,19.8,21.1,21.5
IOWA LAKES COMMUNITY COLLEGE,IA,5,1,12.6,16.9,15.2
IOWA CENTRAL COMMUNITY COLLEGE,IA,5,1,16.6,22.1,22.5
GRACELAND UNIVERSITY,IA,8,2,6.7,8,9.8
GRAND VIEW UNIVERSITY,IA,8,2,5.7,7.7,6.3
GRINNELL COLLEGE,IA,6,2,0.3,2.6,1
IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY,IA,8,1,2.4,3.3,3.2
IOWA WESLEYAN UNIVERSITY,IA,8,2,8.1,14.8,13.6
LORAS COLLEGE,IA,8,2,2.8,3.2,3.7
LUTHER COLLEGE,IA,6,2,1.8,2.2,2.4
MARSHALLTOWN COMMUNITY COLLEGE,IA,5,1,13.1,15.9,14.8
NORTH IOWA AREA COMMUNITY COLLEGE,IA,5,1,11,12.5,14.5
MORNINGSIDE COLLEGE,IA,8,2,4.4,6.2,3.7
MOUNT MERCY UNIVERSITY,IA,8,2,5.9,4.3,3.5
ASHFORD UNIVERSITY,CA,8,3,10.9,14.7,13.7
NORTHWESTERN COLLEGE,IA,8,2,1.8,2.8,2.7
SIMPSON COLLEGE,IA,8,2,3.4,3.7,4.5
SAINT AMBROSE UNIVERSITY,IA,8,2,3.3,5.3,5.9
UNIVERSITY OF NORTHERN IOWA,IA,8,1,2.8,3.6,2.9
UNIVERSITY OF DUBUQUE,IA,8,2,11.7,14.6,10.5
UNIVERSITY OF IOWA,IA,8,1,2.2,3.5,2.5
UPPER IOWA UNIVERSITY,IA,8,2,6.9,7.2,8.1
WALDORF UNIVERSITY,IA,8,3,8.1,10.3,7.7
WARTBURG COLLEGE,IA,8,2,3.9,4.6,5.6
WARTBURG THEOLOGICAL SEMINARY,IA,8,2,2.5,4.7,2.9
WILLIAM PENN UNIVERSITY,IA,8,2,14.8,14.8,17.3
ALLEN COUNTY COMMUNITY COLLEGE,KS,5,1,13,14,13.8
COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOO,KS,5,1,6.3,7,5.4
BAKER UNIVERSITY,KS,8,2,3.8,7.5,5.9
BETHANY COLLEGE,KS,6,2,13.1,13.8,13.1
BETHEL COLLEGE,KS,6,2,15.6,9.5,6.2
BUTLER COUNTY COMMUNITY COLLEGE,KS,5,1,6.4,8.8,13.8
CENTRAL CHRISTIAN COLLEGE OF KANSAS,KS,8,2,13,21.3,27.3
CLOUD COUNTY COMMUNITY COLLEGE,KS,5,1,9.4,15.1,10.4
COFFEYVILLE COMMUNITY COLLEGE,KS,5,1,11.1,13,5.1
COLBY COMMUNITY COLLEGE,KS,5,1,8.1,9.5,10.4
DODGE CITY COMMUNITY COLLEGE,KS,5,1,11.5,16.8,21
DONNELLY COLLEGE,KS,6,2,8.4,8.9,4.7
FORT HAYS STATE UNIVERSITY,KS,8,1,5.7,7.1,6.5
FORT SCOTT COMMUNITY COLLEGE,KS,5,1,17.7,26.2,24.7
BARCLAY COLLEGE,KS,8,2,10.1,14.8,10.8
FRIENDS UNIVERSITY,KS,8,2,5.5,8.6,5.6
GARDEN CITY COMMUNITY COLLEGE,KS,5,1,4.7,7.4,7.5
HESSTON COLLEGE,KS,6,2,3.8,11.8,5.8
HIGHLAND COMMUNITY COLLEGE,KS,5,1,18.4,18.2,17.9
HUTCHINSON COMMUNITY COLLEGE,KS,5,1,4.6,6.1,5
INDEPENDENCE COMMUNITY COLLEGE,KS,5,1,10.1,16.3,11.8
KANSAS CITY KANSAS COMMUNITY COLLEGE,KS,5,1,5.7,9,8.1
PITTSBURG STATE UNIVERSITY,KS,8,1,6.4,9.4,9.7
EMPORIA STATE UNIVERSITY,KS,8,1,3.8,6.7,5.7
KANSAS STATE UNIVERSITY,KS,8,1,3.7,5.3,4.7
KANSAS WESLEYAN UNIVERSITY,KS,8,2,9.7,9.6,6.7
LABETTE COMMUNITY COLLEGE,KS,5,1,9.6,11.6,11.4
MANHATTAN CHRISTIAN COLLEGE,KS,6,2,4.4,10,15.3
MCPHERSON COLLEGE,KS,8,2,8,12,13.2
NEOSHO COUNTY COMMUNITY COLLEGE,KS,5,1,10.2,14.5,11
OTTAWA UNIVERSITY,KS,8,2,6.3,8.1,6.8
PRATT COMMUNITY COLLEGE,KS,5,1,17,20.9,14.3
NEWMAN UNIVERSITY,KS,8,2,3.4,5.2,6.4
SOUTHWESTERN COLLEGE,KS,8,2,8.1,6.3,7.1
UNIVERSITY OF SAINT MARY,KS,8,2,5,8.8,6.4
STERLING COLLEGE,KS,8,2,8.5,9.1,10.5
TABOR COLLEGE,KS,8,2,8,7,8.3
UNIVERSITY OF KANSAS,KS,8,1,4.3,5.2,4.6
WASHBURN UNIVERSITY - TOPEKA,KS,8,1,6.1,9.4,10
WICHITA STATE UNIVERSITY,KS,8,1,5.6,7.8,8.5
ALICE LLOYD COLLEGE,KY,6,2,8.7,11.5,5.7
ASBURY UNIVERSITY,KY,8,2,6.1,6.7,6.8
ASBURY THEOLOGICAL SEMINARY,KY,8,2,3.4,4.4,3.8
BELLARMINE UNIVERSITY,KY,8,2,3.2,5.1,4.2
BEREA COLLEGE,KY,6,2,12,4.3,6.7
BRESCIA UNIVERSITY,KY,8,2,5.5,7,9.7
CAMPBELLSVILLE UNIVERSITY,KY,8,2,9.6,12.9,12.1
SPALDING UNIVERSITY,KY,8,2,4,5.4,6.1
CENTRE COLLEGE OF KENTUCKY,KY,6,2,1.8,1.5,1.7
UNIVERSITY OF THE CUMBERLANDS,KY,8,2,5.3,5.6,6.5
EASTERN KENTUCKY UNIVERSITY,KY,8,1,7.5,10.4,10.2
GEORGETOWN COLLEGE,KY,8,2,4.9,9.3,6.4
KENTUCKY CHRISTIAN UNIVERSITY,KY,8,2,8.1,8.2,11.6
KENTUCKY STATE UNIVERSITY,KY,8,1,9.2,11.9,14.8
KENTUCKY WESLEYAN COLLEGE,KY,6,2,10.4,16.9,14.1
LEXINGTON THEOLOGICAL SEMINARY,KY,8,2,0,2.2,1.8
LINDSEY WILSON COLLEGE,KY,8,2,8.7,12.8,11.2
LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY,KY,8,2,1.6,2.8,2.7
MIDWAY UNIVERSITY,KY,8,2,6.8,9.5,10
MOREHEAD STATE UNIVERSITY,KY,8,1,8.2,11.6,10.7
MURRAY STATE UNIVERSITY,KY,8,1,6,9.3,8.5
WEST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,KY,5,1,15.6,19.4,21.3
UNIVERSITY OF PIKEVILLE,KY,8,2,10.5,11.5,12.1
TRANSYLVANIA UNIVERSITY,KY,6,2,2.9,4.3,2
UNION COLLEGE,KY,8,2,14.6,15.7,15.2
UNIVERSITY OF KENTUCKY,KY,8,1,4.3,5.8,5.9
ASHLAND COMMUNITY AND TECHNICAL COLLEGE,KY,5,1,17.4,23.4,26.7
ELIZABETHTOWN COMMUNITY  AND TECHNICAL COLLEGE,KY,5,1,13.9,17.2,18.7
HENDERSON COMMUNITY COLLEGE,KY,5,1,13.4,15.4,16.1
HOPKINSVILLE COMMUNITY COLLEGE,KY,5,1,9.5,14.6,16.3
BIG SANDY COMMUNITY AND TECHNICAL COLLEGE,KY,5,1,18.1,27.1,23.7
SOMERSET COMMUNITY COLLEGE,KY,5,1,15.7,20.1,21.8
SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,KY,5,1,21.5,26.3,28.6
UNIVERSITY OF LOUISVILLE,KY,8,1,4.4,6.5,6.4
THOMAS MORE UNIVERSITY,KY,8,2,7.8,6.9,8.4
WESTERN KENTUCKY UNIVERSITY,KY,8,1,6.9,9.3,9.2
CENTENARY COLLEGE OF LOUISIANA,LA,8,2,3.7,8.4,9.4
DILLARD UNIVERSITY,LA,6,2,13.4,14.3,18.3
NICHOLLS STATE UNIVERSITY,LA,8,1,8.6,10.8,10.4
GRAMBLING STATE UNIVERSITY,LA,8,1,18.6,22.2,17.9
LOUISIANA COLLEGE,LA,8,2,16.2,15.5,16.1
LOUISIANA TECH UNIVERSITY,LA,8,1,5.8,6.5,6.5
LOUISIANA STATE UNIVERSITY & AGRICULTURAL & MECHANICAL COLLEGE,LA,8,1,4,5.2,4
LOUISIANA STATE UNIVERSITY AT ALEXANDRIA,LA,6,1,11.9,15.2,14
LOUISIANA STATE UNIVERSITY AT EUNICE,LA,5,1,16.1,17.8,17.1
LOUISIANA STATE UNIVERSITY IN SHREVEPORT,LA,8,1,5.5,6.4,8.6
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER,LA,8,1,1.5,1.1,1.6
UNIVERSITY OF NEW ORLEANS (THE),LA,8,1,6.6,11.1,8.5
LOYOLA UNIVERSITY NEW ORLEANS,LA,8,2,4.7,8.3,6.5
MCNEESE STATE UNIVERSITY,LA,8,1,8.3,12.4,13.6
UNIVERSITY OF LOUISIANA AT MONROE,LA,8,1,5.4,8.4,7.1
NORTHWESTERN STATE UNIVERSITY,LA,8,1,9.4,12.6,9.4
UNIVERSITY OF HOLY CROSS,LA,8,2,7,7.9,9
SOUTHEASTERN LOUISIANA UNIVERSITY,LA,8,1,9.5,11.9,10.9
SOUTHERN UNIVERSITY AND AGRICULTURAL & MECHANICAL COLG AT BATON R,LA,8,1,13.6,17.9,14.9
SOUTHERN UNIVERSITY AT NEW ORLEANS,LA,8,1,12.3,15.1,13.2
SAINT JOSEPH SEMINARY COLLEGE,LA,6,2,0,0,0
TULANE UNIVERSITY,LA,8,2,3.1,5.5,3.6
UNIVERSITY OF LOUISIANA AT LAFAYETTE,LA,8,1,6,8.1,7.5
XAVIER UNIVERSITY OF LOUISIANA,LA,8,2,8,8.5,7.9
UNIVERSITY OF MAINE - PRESQUE ISLE,ME,8,1,12.7,14.2,13.3
BATES COLLEGE,ME,6,2,1.5,0.8,1.4
BOWDOIN COLLEGE,ME,6,2,0.7,1.4,2.5
COLBY COLLEGE,ME,6,2,2,3.7,0
UNIVERSITY OF MAINE - FARMINGTON,ME,8,1,6.7,7.6,4.7
UNIVERSITY OF MAINE - FORT KENT,ME,6,1,5,11.2,8.4
HUSSON UNIVERSITY,ME,8,2,4.9,8,8.1
MAINE MARITIME ACADEMY,ME,8,1,2.2,2.1,2.1
UNIVERSITY OF NEW ENGLAND,ME,8,2,1.8,2.5,2.4
SAINT JOSEPH'S COLLEGE,ME,8,2,4.3,4.8,3.3
THOMAS COLLEGE,ME,8,2,7.3,8.1,12.6
UNIVERSITY OF MAINE,ME,8,1,4,4.8,5.7
UNIVERSITY OF SOUTHERN MAINE,ME,8,1,4.2,6,6.1
ALLEGANY COLLEGE OF MARYLAND,MD,5,1,13.8,17.4,16.3
ANNE ARUNDEL COMMUNITY COLLEGE,MD,5,1,7.3,7.8,10.3
BOWIE STATE UNIVERSITY,MD,8,1,11.1,14.7,14.1
COMMUNITY COLLEGE OF BALTIMORE COUNTY,MD,5,1,12.7,14.8,14.8
COLLEGE OF SOUTHERN MARYLAND,MD,5,1,5.4,10.5,11.8
NOTRE DAME OF MARYLAND UNIVERSITY,MD,8,2,3.4,4.1,4.8
WASHINGTON ADVENTIST UNIVERSITY,MD,8,2,7.9,9,9.2
COPPIN STATE UNIVERSITY,MD,8,1,11.5,17.4,15.8
FREDERICK COMMUNITY COLLEGE,MD,5,1,5.7,10.5,12.4
FROSTBURG STATE UNIVERSITY,MD,8,1,6.5,9.7,8.7
GOUCHER COLLEGE,MD,8,2,4.6,4.5,4.1
HAGERSTOWN COMMUNITY COLLEGE,MD,5,1,10.1,13.5,15.3
HARFORD COMMUNITY COLLEGE,MD,5,1,8.8,11.6,8.9
HOOD COLLEGE,MD,8,2,2.7,6.7,5.2
JOHNS HOPKINS UNIVERSITY,MD,8,2,1.3,1.3,1.1
LOYOLA UNIVERSITY MARYLAND,MD,8,2,1.9,2.3,2
MARYLAND INSTITUTE COLLEGE OF ART,MD,8,2,4.1,4.9,4.2
MORGAN STATE UNIVERSITY,MD,8,1,12.2,16.7,15.8
MOUNT SAINT MARY'S UNIVERSITY,MD,8,2,5,6.2,4.1
PRINCE GEORGE'S COMMUNITY COLLEGE,MD,5,1,9.7,16,17.1
SALISBURY UNIVERSITY,MD,8,1,3.6,3.5,3.3
ST. JOHN'S COLLEGE,MD,8,2,0.9,0.8,0.7
SAINT JOHN'S COLLEGE,NM,8,2,4.9,3.5,4.8
SAINT MARY'S COLLEGE OF MARYLAND,MD,8,1,1.8,3.4,2.9
TOWSON UNIVERSITY,MD,8,1,2.7,3.8,3.5
UNIVERSITY OF BALTIMORE,MD,8,1,5.7,7.6,7.1
"UNIVERSITY OF MARYLAND, COLLEGE PARK",MD,8,1,1.8,2.4,2.3
"UNIVERSITY OF MARYLAND, BALTIMORE",MD,8,1,0.8,0.8,1
UNIVERSITY OF MARYLAND - BALTIMORE COUNTY,MD,8,1,3.1,4.3,4.2
UNIVERSITY OF MARYLAND - EASTERN SHORE,MD,8,1,9.9,14.6,13.3
STEVENSON UNIVERSITY,MD,8,2,4.4,6.4,6.3
WASHINGTON COLLEGE,MD,6,2,2.3,2.2,4
MCDANIEL COLLEGE,MD,8,2,2.5,5,4.6
AMERICAN INTERNATIONAL COLLEGE,MA,8,2,6.1,7.8,7.3
AMHERST COLLEGE,MA,6,2,0,3.8,1.4
ANNA MARIA COLLEGE,MA,8,2,6.1,6.8,7.3
ASSUMPTION UNIVERSITY,MA,8,2,4.4,3.2,4.4
MERRIMACK COLLEGE,MA,8,2,3.3,4.3,3.7
BABSON COLLEGE,MA,8,2,0.7,0.7,1.9
BAY PATH UNIVERSITY,MA,8,2,4.9,6,4.8
BECKER COLLEGE,MA,8,2,5.9,7.4,7.8
BENTLEY UNIVERSITY,MA,8,2,0.8,2.1,0.9
BERKLEE COLLEGE OF MUSIC,MA,8,2,4.4,6.9,5.9
BOSTON COLLEGE,MA,8,2,0.9,1.2,1.5
BOSTON UNIVERSITY,MA,8,2,1.4,1.4,1.7
BRANDEIS UNIVERSITY,MA,8,2,1.2,2.3,2.1
CLARK UNIVERSITY,MA,8,2,1.7,1.8,1.9
